#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:29:39 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf2809ea7aa	
#INFO	-out.max=9999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=9999
#-order=I
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1b}&key:source=J/A+A/616/A10/tablea1b&HTTPPRM:&&-ref=VIZ5bf2809ea7aa&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/A+A/616/A10/tablea1b&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Source&-out=Cluster&Cluster=NGC2168&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/A+A/616/A10/tablea1b
#-source=J/A+A/616/A10/tablea1b
#-out=Source
#-out=Cluster
#Cluster=NGC2168
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
 	 	deg	deg	mag	deg	deg
   3425533290997088128	NGC2168 	092.63123	+24.18642	14.735	092.63123	+24.18642
   3425534493587924096	NGC2168 	092.59358	+24.25350	19.715	092.59358	+24.25350
   3425522222866808320	NGC2168 	092.77769	+24.16601	19.150	092.77769	+24.16601
   3425540918858974976	NGC2168 	092.55990	+24.37936	13.069	092.55990	+24.37936
   3425533943832092160	NGC2168 	092.68330	+24.24395	19.872	092.68330	+24.24395
   3425533119198390400	NGC2168 	092.65941	+24.18936	12.981	092.65941	+24.18936
   3425549989829799552	NGC2168 	092.80469	+24.55829	14.357	092.80469	+24.55829
   3425523253658553600	NGC2168 	092.74542	+24.20347	17.309	092.74542	+24.20347
   3425536379079156224	NGC2168 	092.69460	+24.29072	18.978	092.69460	+24.29072
   3425532187191036416	NGC2168 	092.94545	+24.39639	12.332	092.94545	+24.39639
   3425540094225235456	NGC2168 	092.66911	+24.35153	10.091	092.66911	+24.35153
   3425519233569565824	NGC2168 	092.89734	+24.15815	19.670	092.89734	+24.15815
   3425530542217918720	NGC2168 	092.89507	+24.34793	14.264	092.89507	+24.34793
   3425538028346621440	NGC2168 	092.60248	+24.29646	17.135	092.60248	+24.29646
   3425533973896860032	NGC2168 	092.59724	+24.18238	17.537	092.59724	+24.18238
   3425533565874974208	NGC2168 	092.70984	+24.20207	12.555	092.70984	+24.20207
   3425522875701518464	NGC2168 	092.87573	+24.23593	17.617	092.87573	+24.23593
   3425539815053401088	NGC2168 	092.60723	+24.34282	19.437	092.60723	+24.34282
   3425530267340007936	NGC2168 	092.92785	+24.32978	17.051	092.92785	+24.32978
   3425534699746339072	NGC2168 	092.66700	+24.24818	15.473	092.66700	+24.24818
   3425536928835376768	NGC2168 	092.73070	+24.34019	19.457	092.73070	+24.34019
   3425520642318241920	NGC2168 	092.77547	+24.14552	18.236	092.77547	+24.14552
   3425544281822860160	NGC2168 	092.89790	+24.42264	15.081	092.89790	+24.42264
   3425538307518870272	NGC2168 	092.58292	+24.30911	13.720	092.58292	+24.30911
   3425538165785567104	NGC2168 	092.56472	+24.29910	18.945	092.56472	+24.29910
   3425537414166034816	NGC2168 	092.57881	+24.24745	12.706	092.57881	+24.24745
   3425546858799663360	NGC2168 	092.79206	+24.46689	17.337	092.79206	+24.46689
   3425537375513140864	NGC2168 	092.55228	+24.24793	18.648	092.55228	+24.24793
   3425543324040597632	NGC2168 	092.81515	+24.39408	10.394	092.81515	+24.39408
   3425534562307393664	NGC2168 	092.64290	+24.23550	14.608	092.64290	+24.23550
   3425538200145309440	NGC2168 	092.57214	+24.30096	18.927	092.57214	+24.30096
   3425545450050395648	NGC2168 	092.84736	+24.47284	17.748	092.84736	+24.47284
   3425537581666932608	NGC2168 	092.53932	+24.24849	11.718	092.53932	+24.24849
   3425538925994170496	NGC2168 	092.54743	+24.30694	10.757	092.54743	+24.30694
   3425539269591555840	NGC2168 	092.50728	+24.33669	15.144	092.50728	+24.33669
   3425543324040601984	NGC2168 	092.81168	+24.38060	14.863	092.81168	+24.38060
   3425538543742696192	NGC2168 	092.53835	+24.29443	18.775	092.53835	+24.29443
   3425542430687393024	NGC2168 	092.86235	+24.38042	13.979	092.86235	+24.38042
   3425542946083483520	NGC2168 	092.80370	+24.37470	17.663	092.80370	+24.37470
   3425533428436030080	NGC2168 	092.68096	+24.19132	19.210	092.68096	+24.19132
   3425538925994169344	NGC2168 	092.54775	+24.31052	13.924	092.54775	+24.31052
   3425523459817088128	NGC2168 	092.76183	+24.24066	18.909	092.76183	+24.24066
   3425533394076298752	NGC2168 	092.63758	+24.20246	18.668	092.63758	+24.20246
   3425520990210751232	NGC2168 	092.69752	+24.13340	15.450	092.69752	+24.13340
   3425529747649307776	NGC2168 	092.89297	+24.29338	17.078	092.89297	+24.29338
   3425521844909281152	NGC2168 	092.71997	+24.20162	17.006	092.71997	+24.20162
   3425536177215079936	NGC2168 	092.68205	+24.26913	14.341	092.68205	+24.26913
   3425540261732009600	NGC2168 	092.69524	+24.38696	18.203	092.69524	+24.38696
   3425523081860289536	NGC2168 	092.76964	+24.21119	19.521	092.76964	+24.21119
   3425538582396795904	NGC2168 	092.51963	+24.29297	15.258	092.51963	+24.29297
   3425535833618002688	NGC2168 	092.78526	+24.30117	15.682	092.78526	+24.30117
   3425540777125620864	NGC2168 	092.59983	+24.37362	11.300	092.59983	+24.37362
   3425538749901134080	NGC2168 	092.47721	+24.30546	16.245	092.47721	+24.30546
   3425527862158640128	NGC2168 	093.01951	+24.31818	14.437	093.01951	+24.31818
   3425537757763073664	NGC2168 	092.54294	+24.27731	15.918	092.54294	+24.27731
   3425533836458468736	NGC2168 	092.68340	+24.22977	19.636	092.68340	+24.22977
   3425539471455638272	NGC2168 	092.62633	+24.30671	18.766	092.62633	+24.30671
   3425537856549759488	NGC2168 	092.60489	+24.27521	19.032	092.60489	+24.27521
   3426128367307923456	NGC2168 	091.49782	+23.67750	17.637	091.49782	+23.67750
   3426153102020024064	NGC2168 	091.66696	+23.76084	18.082	091.66696	+23.76084
   3426117642771153408	NGC2168 	091.46616	+23.52745	13.098	091.46616	+23.52745
   3426121083043425408	NGC2168 	091.45627	+23.59125	18.156	091.45627	+23.59125
   3426154098454322944	NGC2168 	091.62090	+23.77521	18.485	091.62090	+23.77521
   3426131695904371200	NGC2168 	091.29324	+23.54803	17.370	091.29324	+23.54803
   3426153346837666816	NGC2168 	091.63569	+23.75731	13.880	091.63569	+23.75731
   3426126232704522240	NGC2168 	091.70410	+23.68111	11.886	091.70410	+23.68111
   3426117093020556544	NGC2168 	091.42377	+23.48548	18.086	091.42377	+23.48548
   3426153587355814272	NGC2168 	091.72316	+23.78999	17.055	091.72316	+23.78999
   3426149219369545344	NGC2168 	091.79757	+23.70321	18.385	091.79757	+23.70321
   3426154205831118208	NGC2168 	091.62768	+23.80420	13.571	091.62768	+23.80420
   3426128947125595648	NGC2168 	091.59992	+23.67811	18.341	091.59992	+23.67811
   3426124171121789824	NGC2168 	091.56616	+23.60079	17.322	091.56616	+23.60079
   3426123277768575360	NGC2168 	091.61819	+23.59252	18.940	091.61819	+23.59252
   3426134311542347264	NGC2168 	091.27105	+23.60704	15.169	091.27105	+23.60704
   3426153759154502784	NGC2168 	091.71998	+23.81045	13.771	091.71998	+23.81045
   3426119468135789056	NGC2168 	091.32433	+23.49392	18.578	091.32433	+23.49392
   3426124622096417920	NGC2168 	091.67913	+23.60674	12.319	091.67913	+23.60674
   3426150868645276032	NGC2168 	091.83319	+23.74185	17.461	091.83319	+23.74185
   3426149940924072064	NGC2168 	091.73212	+23.73163	14.823	091.73212	+23.73163
   3426127435296999040	NGC2168 	091.51192	+23.63211	18.698	091.51192	+23.63211
   3426141282271804032	NGC2168 	091.34634	+23.73711	18.794	091.34634	+23.73711
   3425448796103020032	NGC2168 	093.26474	+23.82747	12.707	093.26474	+23.82747
   3425444157547334528	NGC2168 	092.74117	+23.88596	19.428	092.74117	+23.88596
   3425430963399299840	NGC2168 	092.64699	+23.65123	18.440	092.64699	+23.65123
   3425432475227759104	NGC2168 	092.61051	+23.63998	17.849	092.61051	+23.63998
   3425445123909195904	NGC2168 	093.17741	+23.67729	18.976	093.17741	+23.67729
   3425449070983694592	NGC2168 	093.23955	+23.83853	19.281	093.23955	+23.83853
   3425396985915130496	NGC2168 	091.85330	+23.61661	12.650	091.85330	+23.61661
   3425388464700278400	NGC2168 	092.26729	+23.64359	14.600	092.26729	+23.64359
   3425418078497262848	NGC2168 	092.80654	+23.59437	19.155	092.80654	+23.59437
   3425436602693757568	NGC2168 	092.80519	+23.69872	13.278	092.80519	+23.69872
   3425416497949157376	NGC2168 	092.84330	+23.51925	19.057	092.84330	+23.51925
   3425408560855842304	NGC2168 	092.14269	+23.90700	18.974	092.14269	+23.90700
   3425446017262244864	NGC2168 	093.11798	+23.68941	15.127	093.11798	+23.68941
   3425385131805659392	NGC2168 	092.30887	+23.60058	12.845	092.30887	+23.60058
   3425403239387764096	NGC2168 	092.19549	+23.74978	17.012	092.19549	+23.74978
   3425397638750173184	NGC2168 	091.79864	+23.60704	16.187	091.79864	+23.60704
   3425418460751916416	NGC2168 	092.80202	+23.62670	13.769	092.80202	+23.62670
   3425402758351066240	NGC2168 	092.14705	+23.76860	16.046	092.14705	+23.76860
   3425391930739735040	NGC2168 	092.25351	+23.76840	19.853	092.25351	+23.76840
   3425407534355061760	NGC2168 	092.11259	+23.81684	16.240	092.11259	+23.81684
   3425408320334598528	NGC2168 	092.17614	+23.89302	12.486	092.17614	+23.89302
   3425409385486487680	NGC2168 	092.11619	+23.92754	 9.619	092.11619	+23.92754
   3425407122037844864	NGC2168 	092.04232	+23.84133	14.145	092.04232	+23.84133
   3425412035481154560	NGC2168 	092.90757	+23.42849	13.788	092.90757	+23.42849
   3425404678202670464	NGC2168 	092.16237	+23.82786	19.800	092.16237	+23.82786
   3425409454205964544	NGC2168 	092.09627	+23.92014	10.012	092.09627	+23.92014
   3425403303813135104	NGC2168 	092.23184	+23.77209	19.615	092.23184	+23.77209
   3425409694724132864	NGC2168 	092.11322	+23.95289	13.054	092.11322	+23.95289
   3425446253483127936	NGC2168 	093.13462	+23.73641	18.485	093.13462	+23.73641
   3425389701650497408	NGC2168 	092.18537	+23.69312	14.190	092.18537	+23.69312
   3425407465635228672	NGC2168 	092.01179	+23.86856	16.724	092.01179	+23.86856
   3425408668226050560	NGC2168 	092.07832	+23.87527	17.449	092.07832	+23.87527
   3425422132946501504	NGC2168 	093.01825	+23.64086	17.860	093.01825	+23.64086
   3425394095400687616	NGC2168 	091.92297	+23.59747	18.315	091.92297	+23.59747
   3425431341358889728	NGC2168 	092.75661	+23.67894	19.590	092.75661	+23.67894
   3425432990626330112	NGC2168 	092.54388	+23.64241	19.532	092.54388	+23.64241
   3425438659982957440	NGC2168 	092.86784	+23.77329	18.601	092.86784	+23.77329
   3425392274334385408	NGC2168 	091.95769	+23.50444	18.883	091.95769	+23.50444
   3425389731715629824	NGC2168 	092.16917	+23.68313	19.181	092.16917	+23.68313
   3425431203917502720	NGC2168 	092.73552	+23.66361	16.754	092.73552	+23.66361
   3425424641207469952	NGC2168 	092.88524	+23.66355	16.873	092.88524	+23.66355
   3425398635182548736	NGC2168 	091.85133	+23.70502	18.615	091.85133	+23.70502
   3425384272812209792	NGC2168 	092.31226	+23.57243	13.387	092.31226	+23.57243
   3425391793300719360	NGC2168 	092.29805	+23.76671	19.381	092.29805	+23.76671
   3425401001708216832	NGC2168 	092.09504	+23.66585	19.127	092.09504	+23.66585
   3425385372323836160	NGC2168 	092.26401	+23.61812	16.050	092.26401	+23.61812
   3425398596528136320	NGC2168 	091.84155	+23.69403	18.135	091.84155	+23.69403
   3425405575849633024	NGC2168 	092.05020	+23.77225	14.185	092.05020	+23.77225
   3425434433733048064	NGC2168 	092.63565	+23.70752	14.790	092.63565	+23.70752
   3425409763440269184	NGC2168 	092.82088	+23.34144	13.944	092.82088	+23.34144
   3425407117740212352	NGC2168 	092.03480	+23.83820	11.672	092.03480	+23.83820
   3425435224007088000	NGC2168 	092.61036	+23.72552	18.169	092.61036	+23.72552
   3425385436748299264	NGC2168 	092.29461	+23.62457	15.362	092.29461	+23.62457
   3425407804938545792	NGC2168 	092.08813	+23.83599	15.400	092.08813	+23.83599
   3425388185527361920	NGC2168 	092.20904	+23.62397	19.144	092.20904	+23.62397
   3425436327815848832	NGC2168 	092.83166	+23.68187	17.326	092.83166	+23.68187
   3425445845463539584	NGC2168 	093.18675	+23.74090	15.453	093.18675	+23.74090
   3425425294042553216	NGC2168 	093.02410	+23.68426	18.978	093.02410	+23.68426
   3425405056159478528	NGC2168 	092.17939	+23.83977	18.579	092.17939	+23.83977
   3425400971644705152	NGC2168 	092.12408	+23.65724	13.693	092.12408	+23.65724
   3425432440868029568	NGC2168 	092.63537	+23.64355	18.914	092.63537	+23.64355
   3425404167100304512	NGC2168 	092.22482	+23.82619	17.363	092.22482	+23.82619
   3425413611731102208	NGC2168 	092.91158	+23.49813	17.970	092.91158	+23.49813
   3425431478795459712	NGC2168 	092.71052	+23.68117	18.847	092.71052	+23.68117
   3425414676882930048	NGC2168 	092.77564	+23.45183	18.897	092.77564	+23.45183
   3425392106832133120	NGC2168 	092.28631	+23.78738	18.500	092.28631	+23.78738
   3425417979715793792	NGC2168 	092.80540	+23.57280	13.066	092.80540	+23.57280
   3425413817889580416	NGC2168 	092.92793	+23.52745	13.462	092.92793	+23.52745
   3425405571555212160	NGC2168 	092.04967	+23.77364	15.228	092.04967	+23.77364
   3425418490820106368	NGC2168 	092.81299	+23.63933	19.320	092.81299	+23.63933
   3425423992669977472	NGC2168 	092.94089	+23.67399	10.572	092.94089	+23.67399
   3425424778646466944	NGC2168 	092.90987	+23.67981	18.493	092.90987	+23.67981
   3425407706153370496	NGC2168 	092.13164	+23.84718	16.233	092.13164	+23.84718
   3425405129172985472	NGC2168 	092.16874	+23.85149	15.255	092.16874	+23.85149
   3425390732442953856	NGC2168 	092.34615	+23.73148	12.436	092.34615	+23.73148
   3425404751215869184	NGC2168 	092.15449	+23.83426	13.573	092.15449	+23.83426
   3425440996443359616	NGC2168 	092.70768	+23.78845	14.800	092.70768	+23.78845
   3425402788416403968	NGC2168 	092.11833	+23.76607	19.139	092.11833	+23.76607
   3425390762508534912	NGC2168 	092.31666	+23.71507	19.373	092.31666	+23.71507
   3425409282407345920	NGC2168 	092.10496	+23.92396	15.835	092.10496	+23.92396
   3425403956648120576	NGC2168 	092.21117	+23.79859	18.674	092.21117	+23.79859
   3425442168971361536	NGC2168 	092.72874	+23.81626	14.919	092.72874	+23.81626
   3425409149262377088	NGC2168 	092.06605	+23.92746	16.565	092.06605	+23.92746
   3425439381535828224	NGC2168 	092.93489	+23.83650	19.499	092.93489	+23.83650
   3425424194530829952	NGC2168 	092.89172	+23.64908	19.321	092.89172	+23.64908
   3425438659981042304	NGC2168 	092.86313	+23.76058	18.408	092.86313	+23.76058
   3425390659429327744	NGC2168 	092.36297	+23.72799	17.149	092.36297	+23.72799
   3425427733583625088	NGC2168 	092.63256	+23.52726	18.457	092.63256	+23.52726
   3425409144968389120	NGC2168 	092.06576	+23.91649	17.628	092.06576	+23.91649
   3425437977083271168	NGC2168 	092.81741	+23.76889	16.246	092.81741	+23.76889
   3425404991731410688	NGC2168 	092.21617	+23.84542	16.640	092.21617	+23.84542
   3425404201460035328	NGC2168 	092.24177	+23.84049	17.938	092.24177	+23.84049
   3425386158303543168	NGC2168 	092.40701	+23.62610	17.286	092.40701	+23.62610
   3425444707295634816	NGC2168 	092.78251	+23.92890	18.726	092.78251	+23.92890
   3425403823502917888	NGC2168 	092.26339	+23.80358	14.379	092.26339	+23.80358
   3425391999459158272	NGC2168 	092.28922	+23.78051	18.049	092.28922	+23.78051
   3425415948198992896	NGC2168 	092.75127	+23.51779	18.024	092.75127	+23.51779
   3425446356562296576	NGC2168 	093.08201	+23.72294	16.541	093.08201	+23.72294
   3426271028941528832	NGC2168 	092.21765	+24.39114	14.923	092.21765	+24.39114
   3426271196443425408	NGC2168 	092.28682	+24.38208	14.485	092.28682	+24.38208
   3426254635047092992	NGC2168 	092.08842	+24.03074	18.671	092.08842	+24.03074
   3426264427572833664	NGC2168 	092.22423	+24.22191	10.356	092.22423	+24.22191
   3426264496292309632	NGC2168 	092.24390	+24.23725	13.353	092.24390	+24.23725
   3426261266476979200	NGC2168 	092.10730	+24.21033	18.829	092.10730	+24.21033
   3426255287882121216	NGC2168 	092.07882	+24.02433	14.507	092.07882	+24.02433
   3426256353034178304	NGC2168 	092.19470	+24.06304	17.844	092.19470	+24.06304
   3426268894339073280	NGC2168 	092.16380	+24.30945	18.711	092.16380	+24.30945
   3426266768333963392	NGC2168 	092.33062	+24.31884	14.547	092.33062	+24.31884
   3426267730406692736	NGC2168 	092.16933	+24.26601	14.632	092.16933	+24.26601
   3426267279431105024	NGC2168 	092.35786	+24.35867	12.373	092.35786	+24.35867
   3426266557876606080	NGC2168 	092.31701	+24.29279	10.528	092.31701	+24.29279
   3426271132020737536	NGC2168 	092.23297	+24.40252	11.173	092.23297	+24.40252
   3426264565013729024	NGC2168 	092.24358	+24.24668	15.651	092.24358	+24.24668
   3426267863546664832	NGC2168 	092.20645	+24.28552	10.150	092.20645	+24.28552
   3426268035345356544	NGC2168 	092.25450	+24.28659	12.017	092.25450	+24.28659
   3426262404647269248	NGC2168 	092.10590	+24.23049	15.704	092.10590	+24.23049
   3426270788423355136	NGC2168 	092.25909	+24.37428	10.530	092.25909	+24.37428
   3426267863546664192	NGC2168 	092.20159	+24.29062	12.171	092.20159	+24.29062
   3426266557876605440	NGC2168 	092.32486	+24.29758	12.098	092.32486	+24.29758
   3426262473366746880	NGC2168 	092.09949	+24.23206	17.460	092.09949	+24.23206
   3426262713884911744	NGC2168 	092.09301	+24.25068	16.175	092.09301	+24.25068
   3426267107634486656	NGC2168 	092.36045	+24.34425	16.643	092.36045	+24.34425
   3426265389645504000	NGC2168 	092.39417	+24.27031	12.637	092.39417	+24.27031
   3426258448978279936	NGC2168 	092.20086	+24.19637	16.493	092.20086	+24.19637
   3426265664523409792	NGC2168 	092.37418	+24.28155	12.832	092.37418	+24.28155
   3426228487289731200	NGC2168 	091.65643	+24.20954	18.915	091.65643	+24.20954
   3426270028212264704	NGC2168 	092.27705	+24.35839	16.027	092.27705	+24.35839
   3426233267588450304	NGC2168 	091.44863	+24.26663	15.733	091.44863	+24.26663
   3426267829186927616	NGC2168 	092.18704	+24.27279	11.714	092.18704	+24.27279
   3426263431140339968	NGC2168 	092.27367	+24.19318	16.883	092.27367	+24.19318
   3426262713884909568	NGC2168 	092.09711	+24.25562	16.709	092.09711	+24.25562
   3426263396780601344	NGC2168 	092.30137	+24.19232	13.864	092.30137	+24.19232
   3426269134856979328	NGC2168 	092.22031	+24.32897	11.850	092.22031	+24.32897
   3426264565013724672	NGC2168 	092.24314	+24.23930	16.459	092.24314	+24.23930
   3426266214279218816	NGC2168 	092.41921	+24.32401	11.827	092.41921	+24.32401
   3426270096931728896	NGC2168 	092.33264	+24.34846	18.950	092.33264	+24.34846
   3426268963058578304	NGC2168 	092.15386	+24.32259	18.733	092.15386	+24.32259
   3426266111202027520	NGC2168 	092.41822	+24.31178	18.447	092.41822	+24.31178
   3426270066868843520	NGC2168 	092.28244	+24.37547	10.164	092.28244	+24.37547
   3426266729677318400	NGC2168 	092.31796	+24.31011	16.380	092.31796	+24.31011
   3426267279433188096	NGC2168 	092.36771	+24.35525	18.163	092.36771	+24.35525
   3426262847025065600	NGC2168 	092.11668	+24.28213	18.964	092.11668	+24.28213
   3426266626596080896	NGC2168 	092.29892	+24.30907	11.218	092.29892	+24.30907
   3426266489159144832	NGC2168 	092.34103	+24.30588	15.650	092.34103	+24.30588
   3426262439007001216	NGC2168 	092.12334	+24.23567	13.904	092.12334	+24.23567
   3426268894339103488	NGC2168 	092.16548	+24.32336	17.111	092.16548	+24.32336
   3426262439007001728	NGC2168 	092.12163	+24.23526	12.434	092.12163	+24.23526
   3426257143308193024	NGC2168 	092.26614	+24.15036	17.905	092.26614	+24.15036
   3426230308355016704	NGC2168 	091.63240	+24.25132	17.931	091.63240	+24.25132
   3426267382512265984	NGC2168 	092.21641	+24.23464	17.140	092.21641	+24.23464
   3426257388125459968	NGC2168 	092.22609	+24.15038	16.479	092.22609	+24.15038
   3426248179714298880	NGC2168 	091.52908	+24.44563	12.136	091.52908	+24.44563
   3426230965485804672	NGC2168 	091.73053	+24.31252	 9.194	091.73053	+24.31252
   3426263362420861312	NGC2168 	092.28099	+24.18920	17.981	092.28099	+24.18920
   3426268310225280128	NGC2168 	092.24605	+24.30693	15.670	092.24605	+24.30693
   3426260613641713536	NGC2168 	092.01913	+24.18270	17.059	092.01913	+24.18270
   3426258487637085312	NGC2168 	092.18187	+24.19718	 9.927	092.18187	+24.19718
   3426262885683595520	NGC2168 	092.09741	+24.27688	16.856	092.09741	+24.27688
   3426264496294237952	NGC2168 	092.25400	+24.23090	18.702	092.25400	+24.23090
   3426261717452494208	NGC2168 	092.14288	+24.22511	13.839	092.14288	+24.22511
   3426233130149441920	NGC2168 	091.52848	+24.30657	13.303	091.52848	+24.30657
   3426268482022160384	NGC2168 	092.16136	+24.28127	14.013	092.16136	+24.28127
   3426254531967875968	NGC2168 	092.08582	+24.02477	16.603	092.08582	+24.02477
   3426263396780599936	NGC2168 	092.29872	+24.18997	15.620	092.29872	+24.18997
   3426268555040413184	NGC2168 	092.14668	+24.28760	16.092	092.14668	+24.28760
   3426230961190957952	NGC2168 	091.73275	+24.31519	14.820	091.73275	+24.31519
   3426269547173842560	NGC2168 	092.28282	+24.30530	11.727	092.28282	+24.30530
   3426268310225276800	NGC2168 	092.23592	+24.30344	16.995	092.23592	+24.30344
   3426269787694081024	NGC2168 	092.31550	+24.34683	15.069	092.31550	+24.34683
   3426262610805687552	NGC2168 	092.12285	+24.25774	18.616	092.12285	+24.25774
   3426266351720188288	NGC2168 	092.32113	+24.28679	13.192	092.32113	+24.28679
   3426257761783377664	NGC2168 	092.14358	+24.13720	15.857	092.14358	+24.13720
   3426264668092930048	NGC2168 	092.27713	+24.23053	14.404	092.27713	+24.23053
   3426254360169182080	NGC2168 	092.12144	+24.01924	18.171	092.12144	+24.01924
   3426266493456053888	NGC2168 	092.35461	+24.30840	 9.147	092.35461	+24.30840
   3426254227029601024	NGC2168 	092.09858	+23.99307	15.438	092.09858	+23.99307
   3426269409736961664	NGC2168 	092.19277	+24.34795	18.996	092.19277	+24.34795
   3426268104066840320	NGC2168 	092.25476	+24.30014	17.362	092.25476	+24.30014
   3426268894339094656	NGC2168 	092.16934	+24.31943	18.643	092.16934	+24.31943
   3426269723271460608	NGC2168 	092.32126	+24.33803	 9.334	092.32126	+24.33803
   3426264358855278592	NGC2168 	092.22859	+24.21515	17.043	092.22859	+24.21515
   3426266626598091904	NGC2168 	092.31129	+24.30235	16.776	092.31129	+24.30235
   3426267073272677632	NGC2168 	092.35575	+24.32545	11.777	092.35575	+24.32545
   3426259754648182400	NGC2168 	091.97329	+24.12104	17.115	091.97329	+24.12104
   3426262675226312448	NGC2168 	092.09746	+24.24519	17.279	092.09746	+24.24519
   3426261472637256320	NGC2168 	092.18953	+24.21554	14.583	092.18953	+24.21554
   3426263980898169984	NGC2168 	092.32023	+24.23974	17.034	092.32023	+24.23974
   3426263121902684544	NGC2168 	092.32518	+24.17448	13.367	092.32518	+24.17448
   3426267141994225152	NGC2168 	092.34104	+24.33824	18.395	092.34104	+24.33824
   3426265771901542784	NGC2168 	092.41253	+24.27894	15.304	092.41253	+24.27894
   3426271200740205696	NGC2168 	092.28868	+24.38807	12.326	092.28868	+24.38807
   3426269688911727104	NGC2168 	092.30714	+24.33318	15.610	092.30714	+24.33318
   3426268859979075584	NGC2168 	092.15553	+24.30073	11.771	092.15553	+24.30073
   3426267416870187392	NGC2168 	092.18292	+24.23362	18.757	092.18292	+24.23362
   3426254295749068160	NGC2168 	092.12568	+23.99823	18.843	092.12568	+23.99823
   3426266802693696896	NGC2168 	092.36575	+24.30938	12.607	092.36575	+24.30938
   3426258659435843584	NGC2168 	092.02507	+24.07830	16.727	092.02507	+24.07830
   3426266046779453056	NGC2168 	092.38601	+24.28970	16.558	092.38601	+24.28970
   3426234573258398080	NGC2168 	091.59780	+24.33275	15.905	091.59780	+24.33275
   3426258139740612992	NGC2168 	092.21967	+24.16120	15.521	092.21967	+24.16120
   3426269993850436864	NGC2168 	092.29501	+24.35182	13.113	092.29501	+24.35182
   3426260033825377536	NGC2168 	091.95558	+24.14310	13.360	091.95558	+24.14310
   3426271269459685120	NGC2168 	092.26684	+24.39674	13.133	092.26684	+24.39674
   3426254222730220160	NGC2168 	092.10340	+23.98860	17.042	092.10340	+23.98860
   3426270784124417792	NGC2168 	092.26216	+24.36482	11.688	092.26216	+24.36482
   3426266012419708544	NGC2168 	092.41089	+24.29429	14.154	092.41089	+24.29429
   3426268172786308608	NGC2168 	092.22929	+24.28592	14.572	092.22929	+24.28592
   3426231274723509504	NGC2168 	091.64328	+24.29890	13.365	091.64328	+24.29890
   3426258109679969152	NGC2168 	092.19837	+24.16172	15.504	092.19837	+24.16172
   3426223470766864768	NGC2168 	091.31710	+24.07544	18.968	091.31710	+24.07544
   3426263362420622208	NGC2168 	092.28601	+24.18674	13.059	092.28601	+24.18674
   3426263362420622080	NGC2168 	092.28822	+24.18931	13.378	092.28822	+24.18931
   3426267313790841856	NGC2168 	092.36378	+24.36787	11.560	092.36378	+24.36787
   3426270204307789824	NGC2168 	092.32695	+24.36831	 9.737	092.32695	+24.36831
   3426263809097220352	NGC2168 	092.31609	+24.21438	11.670	092.31609	+24.21438
   3426256249954781312	NGC2168 	092.12813	+24.11169	13.148	092.12813	+24.11169
   3426263912176435200	NGC2168 	092.33080	+24.21928	13.495	092.33080	+24.21928
   3426256009436612992	NGC2168 	092.11985	+24.08780	12.539	092.11985	+24.08780
   3426254703766727808	NGC2168 	092.14714	+24.02142	19.573	092.14714	+24.02142
   3426263671658266752	NGC2168 	092.35309	+24.21637	12.768	092.35309	+24.21637
