#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:31:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf282a85752	
#INFO	-out.max=9999	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=9999
#-out.add=_RAJ,_DEJ
#-order=I
#-out.src=J/A+A/616/A10/tablea1a
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1a}&key:source=J/A+A/616/A10/tablea1a&HTTPPRM:&&-ref=VIZ5bf282a85752&-out.max=9999&-out.form=HTML Table&-out.add=_RAJ,_DEJ&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Source&-out=Cluster&Cluster=praesepe&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=plx&-out=e_plx&-out=_RA.icrs&-out=_DE.icrs&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/616/A10/tablea1a
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/616/A10/tablea1a
#-out=Source
#-out=Cluster
#Cluster=praesepe
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=plx
#-out=e_plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1a:
#Name: J/A+A/616/A10/tablea1a
#Title: Stars in nine open clusters within 250pc
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	plx	(F6.3)	? Optimized parallax (only in tablea1a.dat) (1)	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	? Uncertainty on optimized parallax (only in tablea1a.dat)	[ucd=stat.error;pos.parallax]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
deg	deg	 	 	deg	deg	mag	mas	mas	deg	deg
129.4446900	+19.2671600	    659771027514771328	Praesepe	129.44469	+19.26716	 6.681	 5.384	 0.068	129.44469	+19.26716
129.2654500	+18.6673000	    659668635494494848	Praesepe	129.26545	+18.66730	13.590	 5.456	 0.054	129.26545	+18.66730
128.8909600	+18.9298100	    659732132290823296	Praesepe	128.89096	+18.92981	14.522	 5.442	 0.040	128.89096	+18.92981
129.6735000	+18.5711700	    659649424103955200	Praesepe	129.67350	+18.57117	19.051	 5.576	 0.093	129.67350	+18.57117
128.8402200	+18.4927800	    659612285523485056	Praesepe	128.84022	+18.49278	15.851	 5.234	 0.008	128.84022	+18.49278
129.5023900	+18.9646400	    659744914113633408	Praesepe	129.50239	+18.96464	16.206	 5.461	 0.091	129.50239	+18.96464
129.3903100	+19.3109400	    659772195745778688	Praesepe	129.39031	+19.31094	15.651	 5.512	 0.101	129.39031	+19.31094
129.4008500	+19.2650200	    659770340319909760	Praesepe	129.40085	+19.26502	13.090	 5.279	 0.029	129.40085	+19.26502
129.3626100	+18.8109000	    659671624791715840	Praesepe	129.36261	+18.81090	17.400	 5.367	 0.021	129.36261	+18.81090
129.4874800	+19.2361600	    659758967246506880	Praesepe	129.48748	+19.23616	11.645	 5.340	 0.017	129.48748	+19.23616
129.4263500	+19.1337200	    659756493345357056	Praesepe	129.42635	+19.13372	 9.687	 5.255	 0.044	129.42635	+19.13372
129.4473000	+19.1068200	    659755630055476992	Praesepe	129.44730	+19.10682	12.027	 5.333	 0.056	129.44730	+19.10682
129.4453200	+19.1821300	    659757283619334656	Praesepe	129.44532	+19.18213	15.790	 5.169	 0.024	129.44532	+19.18213
129.3792000	+19.1039000	    659750514750888192	Praesepe	129.37920	+19.10390	13.370	 5.540	 0.045	129.37920	+19.10390
129.4896700	+18.9730700	    659744978536843264	Praesepe	129.48967	+18.97307	18.191	 5.028	 0.124	129.48967	+18.97307
129.4229500	+18.5132500	    659651004652040064	Praesepe	129.42295	+18.51325	18.889	 5.315	 0.022	129.42295	+18.51325
129.6055800	+18.9416300	    659696982278606080	Praesepe	129.60558	+18.94163	15.441	 5.609	 0.067	129.60558	+18.94163
129.3598100	+19.1320800	    659750892708009088	Praesepe	129.35981	+19.13208	14.139	 5.365	 0.049	129.35981	+19.13208
128.7758000	+18.8234800	    659729417871499392	Praesepe	128.77580	+18.82348	16.818	 5.388	 0.042	128.77580	+18.82348
129.5688300	+18.9912500	    659703957305493632	Praesepe	129.56883	+18.99125	16.169	 5.450	 0.013	129.56883	+18.99125
129.6103000	+16.6244800	    658065444461396608	Praesepe	129.61030	+16.62448	12.948	 5.338	 0.006	129.61030	+16.62448
131.5111900	+17.0215300	    658335615083984128	Praesepe	131.51119	+17.02153	16.906	 5.486	 0.021	131.51119	+17.02153
131.3927300	+16.9110000	    658310704273685504	Praesepe	131.39273	+16.91100	18.179	 4.797	 0.030	131.39273	+16.91100
129.4252600	+16.4354300	    658054307610371072	Praesepe	129.42526	+16.43543	18.132	 5.118	 0.051	129.42526	+16.43543
130.6675400	+15.6403700	    657711053824014208	Praesepe	130.66754	+15.64037	18.145	 5.214	 0.012	130.66754	+15.64037
130.4845300	+15.6297700	    657708824736752896	Praesepe	130.48453	+15.62977	14.694	 5.631	 0.060	130.48453	+15.62977
130.6673800	+19.1330400	    661029727808613760	Praesepe	130.66738	+19.13304	11.920	 5.301	 0.076	130.66738	+19.13304
130.4731300	+19.6084300	    661249595777725568	Praesepe	130.47313	+19.60843	17.652	 5.397	 0.071	130.47313	+19.60843
129.8005600	+19.1155600	    661207024061875456	Praesepe	129.80056	+19.11556	10.447	 5.327	 0.016	129.80056	+19.11556
130.3896200	+19.5500000	    661247602912908032	Praesepe	130.38962	+19.55000	17.703	 5.451	 0.050	130.38962	+19.55000
130.6641700	+19.4143600	    661229701489213824	Praesepe	130.66417	+19.41436	17.416	 5.437	 0.029	130.66417	+19.41436
129.4440500	+19.4382900	    661277461525418752	Praesepe	129.44405	+19.43829	10.504	 5.497	 0.059	129.44405	+19.43829
131.6140500	+19.2090100	    661060479775918592	Praesepe	131.61405	+19.20901	18.129	 5.556	 0.041	131.61405	+19.20901
130.4057000	+19.5204800	    661246675199973504	Praesepe	130.40570	+19.52048	13.158	 5.415	 0.024	130.40570	+19.52048
130.7613300	+19.3186700	    661040375034239104	Praesepe	130.76133	+19.31867	19.911	 5.298	 0.013	130.76133	+19.31867
131.1514800	+19.2882200	    661116241335005056	Praesepe	131.15148	+19.28822	18.855	 5.492	 0.026	131.15148	+19.28822
129.8723400	+19.7865500	    661313023854578560	Praesepe	129.87234	+19.78655	12.313	 5.348	 0.049	129.87234	+19.78655
131.8306400	+19.2144100	    661079652509975936	Praesepe	131.83064	+19.21441	17.112	 5.365	 0.044	131.83064	+19.21441
129.9469000	+19.6594900	    661296290661998208	Praesepe	129.94690	+19.65949	16.888	 5.588	 0.097	129.94690	+19.65949
130.0543400	+19.7638300	    661298897704486912	Praesepe	130.05434	+19.76383	18.471	 5.430	 0.035	130.05434	+19.76383
129.9446000	+19.7367700	    661308935045711872	Praesepe	129.94460	+19.73677	17.622	 5.139	 0.032	129.94460	+19.73677
131.6782200	+19.4261600	    661098550366013696	Praesepe	131.67822	+19.42616	17.010	 5.231	 0.014	131.67822	+19.42616
129.9275600	+19.7784000	    661311443306610688	Praesepe	129.92756	+19.77840	 6.592	 5.499	 0.048	129.92756	+19.77840
130.1645100	+18.8182300	    660996020906770560	Praesepe	130.16451	+18.81823	13.654	 5.354	 0.078	130.16451	+18.81823
129.7909200	+19.7829800	    661313504890920448	Praesepe	129.79092	+19.78298	14.968	 5.293	 0.095	129.79092	+19.78298
129.9186100	+19.3149100	    661216949728995584	Praesepe	129.91861	+19.31491	17.117	 5.614	 0.039	129.91861	+19.31491
130.8431800	+19.2001600	    661024024093555840	Praesepe	130.84318	+19.20016	16.420	 5.263	 0.062	130.84318	+19.20016
130.0102000	+19.6764400	    661296565539900544	Praesepe	130.01020	+19.67644	16.603	 5.294	 0.011	130.01020	+19.67644
130.0161400	+18.9325300	    661186202060520704	Praesepe	130.01614	+18.93253	18.429	 5.218	 0.022	130.01614	+18.93253
129.8269200	+19.3789100	    661259384005904256	Praesepe	129.82692	+19.37891	18.358	 5.488	 0.033	129.82692	+19.37891
129.7921000	+19.6783700	    661285707862587520	Praesepe	129.79210	+19.67837	 9.320	 5.402	 0.034	129.79210	+19.67837
129.7752900	+19.6767600	    661288628440350080	Praesepe	129.77529	+19.67676	 7.367	 5.352	 0.046	129.77529	+19.67676
129.8198100	+19.7951200	    661313917207778304	Praesepe	129.81981	+19.79512	15.536	 5.416	 0.033	129.81981	+19.79512
130.7808600	+19.2386300	    661036840275967744	Praesepe	130.78086	+19.23863	16.565	 5.614	 0.084	130.78086	+19.23863
130.7807500	+19.2374800	    661036840275967872	Praesepe	130.78075	+19.23748	15.737	 5.646	 0.039	130.78075	+19.23748
130.0091200	+18.9491100	    661189260077235072	Praesepe	130.00912	+18.94911	14.655	 5.309	 0.067	130.00912	+18.94911
130.1640700	+19.7153800	    661303471844671104	Praesepe	130.16407	+19.71538	16.574	 5.185	 0.085	130.16407	+19.71538
130.1169000	+19.7261900	    661297901272035456	Praesepe	130.11690	+19.72619	17.726	 5.291	 0.057	130.11690	+19.72619
130.0481200	+19.6532200	    661295672186702336	Praesepe	130.04812	+19.65322	15.935	 5.297	 0.031	130.04812	+19.65322
130.0824400	+18.9272300	    661186373859208832	Praesepe	130.08244	+18.92723	15.131	 5.426	 0.084	130.08244	+18.92723
130.0069400	+18.9997900	    661190015991474688	Praesepe	130.00694	+18.99979	10.040	 5.377	 0.029	130.00694	+18.99979
130.0592800	+18.9586700	    661186683096853248	Praesepe	130.05928	+18.95867	13.338	 5.387	 0.004	130.05928	+18.95867
130.1684700	+19.6707000	    661294327859643264	Praesepe	130.16847	+19.67070	18.536	 5.335	 0.033	130.16847	+19.67070
131.6451100	+19.2571800	    661061098251203968	Praesepe	131.64511	+19.25718	16.698	 5.470	 0.064	131.64511	+19.25718
129.7788300	+19.7855200	    661313569312788096	Praesepe	129.77883	+19.78552	18.534	 5.178	 0.043	129.77883	+19.78552
130.7416600	+18.9097800	    661010005319096192	Praesepe	130.74166	+18.90978	18.355	 5.532	 0.053	130.74166	+18.90978
130.6695000	+19.5431300	    661235989321322240	Praesepe	130.66950	+19.54313	 9.666	 5.376	 0.026	130.66950	+19.54313
130.1174700	+18.9357600	    661185755383916160	Praesepe	130.11747	+18.93576	14.977	 5.395	 0.087	130.11747	+18.93576
130.2240900	+19.3788400	    661238635021126656	Praesepe	130.22409	+19.37884	14.913	 5.540	 0.051	130.22409	+19.37884
130.6280600	+19.4918800	    661235439565517568	Praesepe	130.62806	+19.49188	17.010	 5.328	 0.011	130.62806	+19.49188
130.0236500	+19.0251300	    661190153430426880	Praesepe	130.02365	+19.02513	12.309	 5.219	 0.061	130.02365	+19.02513
130.7068300	+18.8596900	    660986297100929792	Praesepe	130.70683	+18.85969	15.124	 5.477	 0.009	130.70683	+18.85969
130.7754800	+19.4144500	    661043506065199488	Praesepe	130.77548	+19.41445	16.643	 5.315	 0.032	130.77548	+19.41445
130.3777800	+18.8718100	    660995230632845184	Praesepe	130.37778	+18.87181	12.528	 5.346	 0.039	130.37778	+18.87181
131.3013200	+19.3068200	    661117272127169280	Praesepe	131.30132	+19.30682	18.040	 5.233	 0.119	131.30132	+19.30682
131.6590800	+19.8790700	    661166582647888384	Praesepe	131.65908	+19.87907	15.189	 5.145	 0.063	131.65908	+19.87907
129.7229100	+19.5713200	    661283199601699328	Praesepe	129.72291	+19.57132	13.651	 5.391	 0.043	129.72291	+19.57132
130.0862900	+19.6866800	    661297321454333312	Praesepe	130.08629	+19.68668	 7.653	 5.313	 0.037	130.08629	+19.68668
130.0511600	+19.6394800	    661295461730107392	Praesepe	130.05116	+19.63948	 9.762	 5.594	 0.106	130.05116	+19.63948
129.7669800	+19.5226300	    661282031370596608	Praesepe	129.76698	+19.52263	13.332	 5.251	 0.054	129.76698	+19.52263
130.7848100	+19.4683100	    661137789187132288	Praesepe	130.78481	+19.46831	16.346	 5.356	 0.023	130.78481	+19.46831
130.0102200	+19.2776600	    661215751435494144	Praesepe	130.01022	+19.27766	16.994	 5.174	 0.034	130.01022	+19.27766
129.8153800	+19.3339900	    661259040408504064	Praesepe	129.81538	+19.33399	18.295	 5.260	 0.006	129.81538	+19.33399
131.6678300	+19.2750400	    661061231393869056	Praesepe	131.66783	+19.27504	17.811	 5.806	 0.029	131.66783	+19.27504
129.9017300	+19.4854600	    661270486498500352	Praesepe	129.90173	+19.48546	14.447	 5.361	 0.055	129.90173	+19.48546
130.9967900	+19.3160800	    661120162641349248	Praesepe	130.99679	+19.31608	15.765	 5.240	 0.035	130.99679	+19.31608
129.8821400	+19.4048300	    661265229458645120	Praesepe	129.88214	+19.40483	16.534	 5.120	 0.043	129.88214	+19.40483
130.0202600	+19.7292000	    661298451027341056	Praesepe	130.02026	+19.72920	 9.688	 5.324	 0.080	130.02026	+19.72920
130.0887400	+19.1817600	    661211147230556160	Praesepe	130.08874	+19.18176	13.977	 5.372	 0.006	130.08874	+19.18176
130.0918600	+19.6698800	    661297080936069632	Praesepe	130.09186	+19.66988	 6.159	 5.398	 0.063	130.09186	+19.66988
130.8159400	+19.1091400	    661017216569202432	Praesepe	130.81594	+19.10914	17.267	 5.314	 0.044	130.81594	+19.10914
130.5427000	+18.7667000	    660983891919259776	Praesepe	130.54270	+18.76670	17.804	 5.332	 0.040	130.54270	+18.76670
129.9438600	+19.2177300	    661209566682500736	Praesepe	129.94386	+19.21773	14.645	 5.318	 0.114	129.94386	+19.21773
129.9404600	+19.3669300	    661264439184662016	Praesepe	129.94046	+19.36693	10.517	 5.381	 0.030	129.94046	+19.36693
130.3319000	+19.0983600	    661195788427497472	Praesepe	130.33190	+19.09836	18.156	 5.135	 0.023	130.33190	+19.09836
129.9917800	+19.2015800	    661206577385260800	Praesepe	129.99178	+19.20158	 9.375	 5.487	 0.081	129.99178	+19.20158
130.1144700	+19.6554300	    661294052980833792	Praesepe	130.11447	+19.65543	12.866	 5.241	 0.032	130.11447	+19.65543
130.9362100	+19.0662400	    661018835773136512	Praesepe	130.93621	+19.06624	15.213	 5.465	 0.039	130.93621	+19.06624
130.1798600	+19.7192600	    661300551269631360	Praesepe	130.17986	+19.71926	 6.786	 5.318	 0.045	130.17986	+19.71926
131.5642700	+19.7091000	    661156858841945856	Praesepe	131.56427	+19.70910	 8.322	 5.427	 0.038	131.56427	+19.70910
130.3695100	+19.7135200	    661254303061774976	Praesepe	130.36951	+19.71352	18.042	 5.634	 0.051	130.36951	+19.71352
130.1371600	+19.1942700	    661199911596105600	Praesepe	130.13716	+19.19427	 8.591	 5.451	 0.057	130.13716	+19.19427
130.3141100	+19.0861600	    661194310958749696	Praesepe	130.31411	+19.08616	15.805	 5.445	 0.094	130.31411	+19.08616
129.6954500	+19.5008700	    661281756492696448	Praesepe	129.69545	+19.50087	 8.915	 5.139	 0.034	129.69545	+19.50087
130.2426200	+19.4478900	    661239631450927488	Praesepe	130.24262	+19.44789	18.796	 5.320	 0.055	130.24262	+19.44789
130.9912700	+19.5163900	    661138712604101760	Praesepe	130.99127	+19.51639	18.714	 5.358	 0.070	130.99127	+19.51639
129.9096900	+19.4408000	    661265951013145344	Praesepe	129.90969	+19.44080	12.365	 5.149	 0.097	129.90969	+19.44080
129.9713400	+19.4009800	    661264679702825344	Praesepe	129.97134	+19.40098	16.820	 5.314	 0.024	129.97134	+19.40098
131.5131100	+19.5297100	    661150154396988032	Praesepe	131.51311	+19.52971	16.245	 5.194	 0.047	131.51311	+19.52971
130.1633400	+19.2282400	    661200083394793216	Praesepe	130.16334	+19.22824	 7.758	 4.706	 0.083	130.16334	+19.22824
129.9997600	+19.5778600	    661294705815866240	Praesepe	129.99976	+19.57786	12.577	 5.307	 0.072	129.99976	+19.57786
130.1311000	+19.6952400	    661297458893183232	Praesepe	130.13110	+19.69524	14.425	 5.525	 0.055	130.13110	+19.69524
131.4437200	+19.0494100	    661051679386429952	Praesepe	131.44372	+19.04941	 7.982	 5.656	 0.026	131.44372	+19.04941
130.5916300	+18.7682200	    660983750184396672	Praesepe	130.59163	+18.76822	18.180	 5.363	 0.059	130.59163	+18.76822
129.9638000	+19.3055400	    661216747867811328	Praesepe	129.96380	+19.30554	17.276	 5.269	 0.039	129.96380	+19.30554
130.4606100	+19.4942500	    661234679353175296	Praesepe	130.46061	+19.49425	18.247	 5.536	 0.028	130.46061	+19.49425
130.1392700	+19.6335300	    661293812462666240	Praesepe	130.13927	+19.63353	11.974	 5.407	 0.061	130.13927	+19.63353
130.2452900	+19.2379200	    661201389064841088	Praesepe	130.24529	+19.23792	18.393	 5.033	 0.062	130.24529	+19.23792
130.5799800	+19.0373900	    661026738512909440	Praesepe	130.57998	+19.03739	16.146	 5.311	 0.050	130.57998	+19.03739
130.5512600	+19.2134600	    661034155919816960	Praesepe	130.55126	+19.21346	13.260	 5.340	 0.024	130.55126	+19.21346
131.3839000	+18.9644400	    661048694385684224	Praesepe	131.38390	+18.96444	16.693	 5.113	 0.034	131.38390	+18.96444
130.1141600	+19.2779800	    661212933936844416	Praesepe	130.11416	+19.27798	11.008	 5.226	 0.052	130.11416	+19.27798
129.8134400	+19.2864800	    661257704675956480	Praesepe	129.81344	+19.28648	15.652	 5.158	 0.082	129.81344	+19.28648
130.1092000	+19.2193700	    661211727047722752	Praesepe	130.10920	+19.21937	12.572	 5.380	 0.084	130.10920	+19.21937
131.3583500	+19.6984000	    661167785238757376	Praesepe	131.35835	+19.69840	15.662	 5.474	 0.060	131.35835	+19.69840
130.4124400	+19.2657300	    661221828810801408	Praesepe	130.41244	+19.26573	12.770	 5.519	 0.068	130.41244	+19.26573
130.2254800	+19.0819400	    661194856416193024	Praesepe	130.22548	+19.08194	18.820	 5.419	 0.022	130.22548	+19.08194
130.1982200	+18.9032600	    660998975844267264	Praesepe	130.19822	+18.90326	11.269	 5.473	 0.018	130.19822	+18.90326
130.4764200	+19.2573300	    661220969817342848	Praesepe	130.47642	+19.25733	11.220	 5.339	 0.020	130.47642	+19.25733
131.5419100	+19.5287900	    661150124333238656	Praesepe	131.54191	+19.52879	14.422	 5.336	 0.010	131.54191	+19.52879
130.2629400	+19.3025000	    661202282418030080	Praesepe	130.26294	+19.30250	18.370	 5.448	 0.009	130.26294	+19.30250
130.3622500	+19.5424100	    661247671632285312	Praesepe	130.36225	+19.54241	 9.717	 5.439	 0.034	130.36225	+19.54241
130.2159500	+19.9416700	    661319620924311296	Praesepe	130.21595	+19.94167	15.969	 5.413	 0.048	130.21595	+19.94167
131.4496800	+19.6051600	    661154522379748480	Praesepe	131.44968	+19.60516	17.077	 5.263	 0.073	131.44968	+19.60516
130.4721300	+19.2654100	    661220974115692416	Praesepe	130.47213	+19.26541	17.980	 5.438	 0.025	130.47213	+19.26541
130.4327000	+19.3022200	    661222073627319296	Praesepe	130.43270	+19.30222	14.743	 5.441	 0.030	130.43270	+19.30222
129.6731400	+19.5716400	    661283057865715456	Praesepe	129.67314	+19.57164	18.041	 5.550	 0.097	129.67314	+19.57164
129.7711600	+19.7573000	    661313363154337280	Praesepe	129.77116	+19.75730	17.097	 5.561	 0.049	129.77116	+19.75730
130.3439100	+18.9338200	    661004400386393984	Praesepe	130.34391	+18.93382	12.662	 5.433	 0.062	130.34391	+18.93382
129.9611600	+19.5407500	    661271173693364864	Praesepe	129.96116	+19.54075	 6.356	 5.273	 0.078	129.96116	+19.54075
129.9905500	+19.5414200	    661268253115601792	Praesepe	129.99055	+19.54142	 7.487	 5.325	 0.038	129.99055	+19.54142
130.5477400	+19.2769600	    661222279785743616	Praesepe	130.54774	+19.27696	11.928	 5.439	 0.012	130.54774	+19.27696
129.9616500	+19.5505200	    661271238116475648	Praesepe	129.96165	+19.55052	11.630	 5.332	 0.023	129.96165	+19.55052
130.1272800	+19.9329400	    661320067600915328	Praesepe	130.12728	+19.93294	16.046	 5.314	 0.044	130.12728	+19.93294
130.2186900	+19.4831600	    661242861268936704	Praesepe	130.21869	+19.48316	10.172	 5.246	 0.008	130.21869	+19.48316
130.2329000	+19.6356100	    661293267005100544	Praesepe	130.23290	+19.63561	13.547	 5.401	 0.077	130.23290	+19.63561
131.4640600	+19.4241900	    661078896595610240	Praesepe	131.46406	+19.42419	15.769	 5.530	 0.040	131.46406	+19.42419
130.2922100	+19.2036200	    661200663212002304	Praesepe	130.29221	+19.20362	18.218	 5.187	 0.077	130.29221	+19.20362
130.2370600	+19.9348000	    661319552204833024	Praesepe	130.23706	+19.93480	 8.646	 5.336	 0.020	130.23706	+19.93480
130.5386700	+18.9302500	    660990484692472448	Praesepe	130.53867	+18.93025	19.306	 5.469	 0.005	130.53867	+18.93025
129.7111700	+19.4150100	    661263408392412928	Praesepe	129.71117	+19.41501	15.964	 5.470	 0.003	129.71117	+19.41501
130.3648500	+19.2775500	    661224547528488064	Praesepe	130.36485	+19.27755	15.114	 5.205	 0.061	130.36485	+19.27755
130.1318700	+19.8502300	    661317250102374528	Praesepe	130.13187	+19.85023	11.431	 5.283	 0.093	130.13187	+19.85023
130.4584000	+19.6595600	    661253027453650432	Praesepe	130.45840	+19.65956	15.270	 5.379	 0.036	130.45840	+19.65956
130.2433600	+18.8461400	    660996330144479616	Praesepe	130.24336	+18.84614	17.011	 5.272	 0.041	130.24336	+18.84614
131.1865200	+19.4060900	    661121949347800064	Praesepe	131.18652	+19.40609	16.137	 5.368	 0.037	131.18652	+19.40609
130.2320000	+18.8261200	    660996295784743680	Praesepe	130.23200	+18.82612	17.342	 5.477	 0.062	130.23200	+18.82612
130.3345900	+18.9618500	    661004713920630656	Praesepe	130.33459	+18.96185	17.103	 5.239	 0.062	130.33459	+18.96185
130.3078600	+18.9690900	    661005538554352000	Praesepe	130.30786	+18.96909	15.303	 5.346	 0.074	130.30786	+18.96909
130.2284700	+19.9351200	    661319547906688896	Praesepe	130.22847	+19.93512	11.877	 5.511	 0.035	130.22847	+19.93512
130.4024100	+18.9042400	    661001243587055616	Praesepe	130.40241	+18.90424	16.191	 5.381	 0.021	130.40241	+18.90424
130.1062500	+19.4757100	    661243307945543936	Praesepe	130.10625	+19.47571	 9.742	 5.320	 0.042	130.10625	+19.47571
129.9459500	+19.8275700	    661314638762274176	Praesepe	129.94595	+19.82757	12.452	 5.269	 0.026	129.94595	+19.82757
130.0024400	+19.8065000	    661311752544249088	Praesepe	130.00244	+19.80650	10.162	 5.304	 0.039	130.00244	+19.80650
129.9150200	+19.1155700	    661204167906246784	Praesepe	129.91502	+19.11557	18.277	 5.579	 0.026	129.91502	+19.11557
130.0559000	+19.7787500	    661310756111835392	Praesepe	130.05590	+19.77875	12.847	 5.239	 0.042	130.05590	+19.77875
130.1768400	+19.5659500	    661292511090872960	Praesepe	130.17684	+19.56595	11.168	 5.335	 0.058	130.17684	+19.56595
130.1918600	+19.3095400	    661214136527890944	Praesepe	130.19186	+19.30954	 9.451	 5.322	 0.102	130.19186	+19.30954
130.0572800	+19.7488400	    661298833282624000	Praesepe	130.05728	+19.74884	15.196	 5.348	 0.085	130.05728	+19.74884
129.9046300	+19.8160500	    661314570042801280	Praesepe	129.90463	+19.81605	14.498	 5.359	 0.057	129.90463	+19.81605
130.0944900	+19.4647100	    661243273585807872	Praesepe	130.09449	+19.46471	10.545	 5.274	 0.039	130.09449	+19.46471
130.0516000	+19.6383200	    661295466028469120	Praesepe	130.05160	+19.63832	15.918	 5.459	 0.073	130.05160	+19.63832
130.0171900	+19.4139000	    661219290488437632	Praesepe	130.01719	+19.41390	16.828	 5.506	 0.052	130.01719	+19.41390
129.9016300	+19.2604400	    661210666194127360	Praesepe	129.90163	+19.26044	13.797	 5.513	 0.029	129.90163	+19.26044
131.2854500	+19.1522300	    661066664527946112	Praesepe	131.28545	+19.15223	17.665	 5.170	 0.115	131.28545	+19.15223
130.1123800	+19.5447600	    661291136701346304	Praesepe	130.11238	+19.54476	 6.251	 5.365	 0.047	130.11238	+19.54476
130.2242700	+19.1870100	    661200388334089856	Praesepe	130.22427	+19.18701	19.308	 5.312	 0.147	130.22427	+19.18701
130.0644300	+19.4585500	    661219840244243200	Praesepe	130.06443	+19.45855	13.395	 5.288	 0.103	130.06443	+19.45855
129.8689300	+19.4736000	    661269043386545536	Praesepe	129.86893	+19.47360	11.375	 5.347	 0.028	129.86893	+19.47360
130.2217500	+18.7482600	    660992344414836992	Praesepe	130.22175	+18.74826	17.778	 5.470	 0.019	130.22175	+18.74826
129.9765300	+19.4602700	    661267325402674048	Praesepe	129.97653	+19.46027	17.321	 5.537	 0.012	129.97653	+19.46027
130.2916000	+19.5088600	    661244270018200192	Praesepe	130.29160	+19.50886	 9.983	 5.295	 0.074	130.29160	+19.50886
131.3100600	+19.5556700	    661131393979861120	Praesepe	131.31006	+19.55567	18.199	 5.411	 0.034	131.31006	+19.55567
130.3773500	+18.8715800	    660995230632845440	Praesepe	130.37735	+18.87158	16.185	 5.220	 0.026	130.37735	+18.87158
130.0752400	+19.5319400	    661290758744228224	Praesepe	130.07524	+19.53194	 7.500	 5.396	 0.064	130.07524	+19.53194
130.7599000	+19.1675200	    661029384212747392	Praesepe	130.75990	+19.16752	11.909	 5.420	 0.079	130.75990	+19.16752
130.2785600	+19.4435400	    661239390935361024	Praesepe	130.27856	+19.44354	16.653	 5.458	 0.013	130.27856	+19.44354
129.4574600	+19.5140500	    661279042073291776	Praesepe	129.45746	+19.51405	15.032	 5.342	 0.049	129.45746	+19.51405
130.3561800	+19.1273100	    661195955927826944	Praesepe	130.35618	+19.12731	18.189	 5.494	 0.063	130.35618	+19.12731
132.0204900	+19.4704700	    661091609698913024	Praesepe	132.02049	+19.47047	16.156	 5.510	 0.032	132.02049	+19.47047
130.2800200	+19.4468600	    661239390935360512	Praesepe	130.28002	+19.44686	12.180	 5.558	 0.072	130.28002	+19.44686
130.2767700	+19.1028600	    661195303092794624	Praesepe	130.27677	+19.10286	18.411	 5.891	 0.081	130.27677	+19.10286
130.2943200	+19.8294800	    661305838371084288	Praesepe	130.29432	+19.82948	 8.945	 5.400	 0.024	130.29432	+19.82948
130.7792100	+19.0683000	    661015915195312512	Praesepe	130.77921	+19.06830	 9.433	 5.422	 0.027	130.77921	+19.06830
