#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:30:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf282a85752	
#INFO	-out.max=9999	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=9999
#-order=I
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1a}&key:source=J/A+A/616/A10/tablea1a&HTTPPRM:&&-ref=VIZ5bf282a85752&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/A+A/616/A10/tablea1a&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Source&-out=Cluster&Cluster=pleiades&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=plx&-out=e_plx&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/A+A/616/A10/tablea1a
#-source=J/A+A/616/A10/tablea1a
#-out=Source
#-out=Cluster
#Cluster=pleiades
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=plx
#-out=e_plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1a:
#Name: J/A+A/616/A10/tablea1a
#Title: Stars in nine open clusters within 250pc
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	plx	(F6.3)	? Optimized parallax (only in tablea1a.dat) (1)	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	? Uncertainty on optimized parallax (only in tablea1a.dat)	[ucd=stat.error;pos.parallax]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
 	 	deg	deg	mag	mas	mas	deg	deg
     65280552259109760	Pleiades	056.30484	+24.25642	17.233	 7.678	 0.092	056.30484	+24.25642
     65264506261240448	Pleiades	055.83802	+24.18571	17.479	 7.397	 0.069	055.83802	+24.18571
     65287458566524928	Pleiades	056.20099	+24.28927	 5.427	 7.406	 0.045	056.20099	+24.28927
     65270450496044416	Pleiades	056.31729	+24.12100	15.208	 7.503	 0.058	056.31729	+24.12100
     65283094877491200	Pleiades	056.48651	+24.36869	17.724	 7.228	 0.053	056.48651	+24.36869
     65275089060719104	Pleiades	056.18337	+24.23101	11.190	 7.433	 0.043	056.18337	+24.23101
     65275020341243520	Pleiades	056.19942	+24.21446	16.489	 7.218	 0.030	056.19942	+24.21446
     65281166437426176	Pleiades	056.38734	+24.30304	13.029	 7.477	 0.027	056.38734	+24.30304
     65471729844532864	Pleiades	059.86478	+23.12359	12.844	 7.269	 0.057	059.86478	+23.12359
     65269935099961600	Pleiades	056.41378	+24.13887	17.212	 7.372	 0.020	056.41378	+24.13887
     65265674492422784	Pleiades	055.93142	+24.21376	17.796	 7.407	 0.010	055.93142	+24.21376
     65507807569730304	Pleiades	060.16778	+23.44818	17.008	 7.730	 0.035	060.16778	+23.44818
     65241313435901568	Pleiades	056.13343	+23.87486	14.340	 7.417	 0.025	056.13343	+23.87486
     65294807253267328	Pleiades	056.19232	+24.38399	18.135	 7.351	 0.032	056.19232	+24.38399
     65254885534508672	Pleiades	055.67444	+24.00418	16.611	 7.420	 0.072	055.67444	+24.00418
     65437644983224320	Pleiades	059.11726	+23.15008	 8.289	 7.296	 0.011	059.11726	+23.15008
     65241313437941504	Pleiades	056.13322	+23.87522	14.450	 7.364	 0.040	056.13322	+23.87522
     65249250535404928	Pleiades	056.06106	+24.10192	10.872	 7.142	 0.043	056.06106	+24.10192
     65304604076598784	Pleiades	059.16859	+22.14615	17.678	 7.451	 0.027	059.16859	+22.14615
     65298208867376384	Pleiades	056.15747	+24.42729	17.808	 7.113	 0.029	056.15747	+24.42729
     65244749411766528	Pleiades	056.14763	+24.00114	13.694	 7.359	 0.038	056.14763	+24.00114
     65247704349267584	Pleiades	056.05452	+24.03062	11.165	 7.503	 0.029	056.05452	+24.03062
     65531515789166976	Pleiades	059.27594	+23.21677	17.742	 6.847	 0.017	059.27594	+23.21677
     65242069352190976	Pleiades	055.99511	+23.88253	 9.534	 7.395	 0.004	055.99511	+23.88253
     65244646332548352	Pleiades	056.19731	+24.01034	16.156	 7.663	 0.051	056.19731	+24.01034
     65248151025861120	Pleiades	056.09618	+24.06810	13.170	 7.576	 0.079	056.09618	+24.06810
     65298483745290368	Pleiades	056.22548	+24.44617	16.720	 7.551	 0.065	056.22548	+24.44617
     65435102362687616	Pleiades	059.10418	+23.09060	14.376	 7.389	 0.036	059.10418	+23.09060
     65295425728422528	Pleiades	056.23508	+24.43241	10.274	 7.434	 0.021	056.23508	+24.43241
     65245539685760640	Pleiades	055.98757	+23.95145	16.315	 7.319	 0.027	055.98757	+23.95145
     65437644983223936	Pleiades	059.11936	+23.15083	15.841	 7.573	 0.037	059.11936	+23.15083
     65552681387907200	Pleiades	059.82917	+23.52320	16.793	 7.483	 0.026	059.82917	+23.52320
     65431185352440064	Pleiades	058.73066	+22.99435	17.585	 7.317	 0.039	058.73066	+22.99435
     65434518247043072	Pleiades	059.04335	+23.03980	15.290	 7.259	 0.023	059.04335	+23.03980
     65268075377736832	Pleiades	056.29097	+24.07563	18.261	 7.472	 0.054	056.29097	+24.07563
     65299965511216384	Pleiades	056.16515	+24.52876	15.682	 7.465	 0.015	056.16515	+24.52876
     65299381395665664	Pleiades	056.11065	+24.48635	16.327	 6.926	 0.093	056.11065	+24.48635
     65292268929825408	Pleiades	056.11209	+24.40865	15.032	 7.149	 0.039	056.11209	+24.40865
     65292234570088064	Pleiades	056.10726	+24.39450	 8.112	 7.964	 0.008	056.10726	+24.39450
     65506467539939584	Pleiades	060.10899	+23.43804	16.062	 7.311	 0.007	060.10899	+23.43804
     65267078945207296	Pleiades	056.23900	+23.99218	15.744	 7.396	 0.045	056.23900	+23.99218
     65266499126062080	Pleiades	055.90242	+24.23213	14.455	 6.770	 0.037	055.90242	+24.23213
     65289623229979136	Pleiades	056.02026	+24.27533	11.209	 7.346	 0.002	056.02026	+24.27533
     65263612908043392	Pleiades	055.86979	+24.15159	17.412	 7.515	 0.020	055.86979	+24.15159
     65289004754691200	Pleiades	055.98874	+24.22218	16.366	 7.351	 0.051	055.98874	+24.22218
     65289279632598016	Pleiades	055.96571	+24.23763	16.514	 7.332	 0.077	055.96571	+24.23763
     65284327535890176	Pleiades	056.39882	+24.40937	18.875	 7.277	 0.074	056.39882	+24.40937
     65254851174771584	Pleiades	055.66768	+23.98917	14.836	 7.260	 0.074	055.66768	+23.98917
     65254576296865152	Pleiades	055.68530	+23.97077	17.413	 7.218	 0.044	055.68530	+23.97077
     65237911823760640	Pleiades	055.81925	+23.83359	16.400	 7.349	 0.020	055.81925	+23.83359
     65349684053273600	Pleiades	059.64248	+22.66962	17.283	 7.351	 0.080	059.64248	+22.66962
     65267388182879104	Pleiades	056.22181	+24.01835	17.171	 7.258	 0.053	056.22181	+24.01835
     65419434321982464	Pleiades	059.39702	+22.98543	15.477	 7.375	 0.033	059.39702	+22.98543
     65467778474649856	Pleiades	059.62918	+23.07006	17.462	 7.414	 0.067	059.62918	+23.07006
     65263097511969792	Pleiades	055.79855	+24.11444	17.481	 7.353	 0.047	055.79855	+24.11444
     65486951208575488	Pleiades	060.30838	+23.17486	15.901	 6.983	 0.013	060.30838	+23.17486
     65284469269256704	Pleiades	056.42449	+24.43132	11.089	 7.277	 0.026	056.42449	+24.43132
     65280036863012864	Pleiades	056.48794	+24.35010	17.364	 7.068	 0.038	056.48794	+24.35010
     65264673762670080	Pleiades	055.80615	+24.18348	17.965	 7.573	 0.059	055.80615	+24.18348
     65296357738731008	Pleiades	056.39368	+24.46311	 8.540	 7.425	 0.078	056.39368	+24.46311
     65308418007467648	Pleiades	059.01626	+22.22675	 8.971	 8.073	 0.019	059.01626	+22.22675
     65297251091930624	Pleiades	056.33327	+24.47334	16.543	 7.247	 0.056	056.33327	+24.47334
     65297594689312768	Pleiades	056.30040	+24.50490	15.693	 7.768	 0.036	056.30040	+24.50490
     65257187636977536	Pleiades	055.67163	+24.02840	17.201	 7.318	 0.053	055.67163	+24.02840
     65280071222749824	Pleiades	056.51448	+24.34903	16.587	 6.750	 0.009	056.51448	+24.34903
     50229028348709248	Pleiades	060.34956	+19.14216	16.679	 7.650	 0.020	060.34956	+19.14216
     51693337319356032	Pleiades	059.42339	+21.30422	18.724	 7.650	 0.113	059.42339	+21.30422
     51694746068624128	Pleiades	059.59016	+21.25748	11.226	 7.254	 0.016	059.59016	+21.25748
     51408529447927296	Pleiades	060.19008	+20.62491	16.826	 6.866	 0.063	060.19008	+20.62491
     51474495848610432	Pleiades	059.40462	+21.02987	17.954	 7.933	 0.043	059.40462	+21.02987
     51681655008229632	Pleiades	058.98985	+21.17731	15.601	 6.683	 0.071	058.98985	+21.17731
     51742471745296768	Pleiades	058.61606	+21.38954	10.757	 7.495	 0.033	058.61606	+21.38954
     51460756250025088	Pleiades	059.27159	+20.73777	18.462	 7.304	 0.083	059.27159	+20.73777
     51609980593783424	Pleiades	058.04683	+20.87583	16.637	 7.795	 0.032	058.04683	+20.87583
     51505217751483392	Pleiades	059.88118	+21.27164	15.566	 7.894	 0.025	059.88118	+21.27164
     51492264130122496	Pleiades	059.92782	+21.20404	17.278	 6.988	 0.039	059.92782	+21.20404
     51674920499533184	Pleiades	058.88318	+21.07928	10.865	 8.155	 0.029	058.88318	+21.07928
     51677669278703104	Pleiades	059.09302	+21.12120	15.853	 7.601	 0.011	059.09302	+21.12120
     51497864767442176	Pleiades	059.46815	+21.03762	16.895	 7.126	 0.054	059.46815	+21.03762
     51616268426009472	Pleiades	058.42931	+20.83329	13.992	 7.419	 0.022	058.42931	+20.83329
     51750748145042176	Pleiades	058.76511	+21.51924	17.634	 8.006	 0.013	058.76511	+21.51924
     51619120284286976	Pleiades	058.37032	+20.90717	11.651	 7.356	 0.022	058.37032	+20.90717
     51398595186022400	Pleiades	059.87260	+20.57468	19.068	 7.275	 0.053	059.87260	+20.57468
     51493432361309184	Pleiades	059.54273	+20.94867	18.404	 7.742	 0.021	059.54273	+20.94867
     51760270089541504	Pleiades	059.16155	+21.58551	17.089	 7.097	 0.018	059.16155	+21.58551
     51765595848971648	Pleiades	059.29092	+21.60741	16.697	 7.136	 0.003	059.29092	+21.60741
     51558956382579200	Pleiades	058.84333	+20.73253	17.097	 6.932	 0.110	058.84333	+20.73253
    168047815299448960	Pleiades	056.99866	+29.56055	17.501	 7.235	 0.049	056.99866	+29.56055
    162301763235565312	Pleiades	062.53671	+25.76442	18.064	 7.374	 0.089	062.53671	+25.76442
     69874243118711040	Pleiades	056.58320	+25.47536	11.481	 7.393	 0.022	056.58320	+25.47536
     69649736589001600	Pleiades	052.63977	+26.21556	12.827	 6.871	 0.021	052.63977	+26.21556
     69585140280997760	Pleiades	052.82485	+26.02862	12.317	 7.206	 0.020	052.82485	+26.02862
     69838302833692160	Pleiades	056.15605	+25.13759	12.803	 7.575	 0.047	056.15605	+25.13759
     69837134602589952	Pleiades	056.21473	+25.08778	17.008	 7.307	 0.116	056.21473	+25.08778
     69838131035001856	Pleiades	056.13412	+25.13660	17.457	 7.724	 0.053	056.13412	+25.13660
     69834282744302208	Pleiades	056.26210	+25.08866	16.999	 7.372	 0.030	056.26210	+25.08866
     69807963184755840	Pleiades	056.25482	+24.77791	16.562	 7.485	 0.026	056.25482	+24.77791
     69834866859848192	Pleiades	056.32570	+25.09935	13.572	 7.440	 0.013	056.32570	+25.09935
     69754155834196224	Pleiades	052.87335	+26.50329	16.712	 7.136	 0.068	052.87335	+26.50329
     69876923179646080	Pleiades	055.95194	+25.04341	16.022	 7.282	 0.057	055.95194	+25.04341
     69824249700740736	Pleiades	056.10294	+24.86466	15.944	 7.374	 0.142	056.10294	+24.86466
     69834763780636672	Pleiades	056.30933	+25.08864	13.727	 6.699	 0.018	056.30933	+25.08864
     69883417170175488	Pleiades	055.95182	+25.18987	10.627	 7.574	 0.040	055.95182	+25.18987
     69643757994608512	Pleiades	052.89021	+26.26528	10.574	 6.824	 0.020	052.89021	+26.26528
     69575313395795584	Pleiades	053.25165	+25.99585	12.633	 7.405	 0.011	053.25165	+25.99585
     69829541100441600	Pleiades	055.98635	+24.99333	15.076	 7.340	 0.038	055.98635	+24.99333
     69877468638718720	Pleiades	055.86628	+25.02790	18.093	 7.104	 0.112	055.86628	+25.02790
     69896473870624640	Pleiades	055.80678	+25.26994	11.968	 7.393	 0.012	055.80678	+25.26994
     69860293066219136	Pleiades	056.41276	+25.22422	14.259	 7.271	 0.006	056.41276	+25.22422
     69859262274067584	Pleiades	056.48875	+25.18672	15.294	 7.348	 0.028	056.48875	+25.18672
     69864313155605120	Pleiades	056.31406	+25.28928	11.012	 7.405	 0.014	056.31406	+25.28928
     69840879814047872	Pleiades	056.26681	+25.25765	10.544	 7.341	 0.052	056.26681	+25.25765
     69783842646586624	Pleiades	053.53344	+26.87468	19.465	 7.151	 0.089	053.53344	+26.87468
     69583177479805824	Pleiades	052.83633	+25.95921	19.298	 7.796	 0.029	052.83633	+25.95921
     69573251811510912	Pleiades	053.21412	+25.91563	17.217	 6.934	 0.027	053.21412	+25.91563
     69859124835119360	Pleiades	056.46654	+25.16700	16.864	 7.287	 0.056	056.46654	+25.16700
     69854348831573504	Pleiades	056.72520	+25.24565	15.066	 7.086	 0.017	056.72520	+25.24565
     69892385061858944	Pleiades	056.09758	+25.35817	15.513	 7.688	 0.070	056.09758	+25.35817
     69877434278985088	Pleiades	055.89252	+25.03782	19.309	 6.586	 0.044	055.89252	+25.03782
     69863454162150656	Pleiades	056.32088	+25.26309	14.948	 7.131	 0.029	056.32088	+25.26309
     69651759518208000	Pleiades	052.65622	+26.34588	17.359	 7.201	 0.036	052.65622	+26.34588
     69872044096705664	Pleiades	056.49651	+25.39840	 8.004	 7.481	 0.047	056.49651	+25.39840
     69811364798863744	Pleiades	056.10348	+24.76822	14.470	 7.453	 0.009	056.10348	+24.76822
     69806039039416832	Pleiades	056.27740	+24.67842	17.659	 7.372	 0.034	056.27740	+24.67842
     69811639676769536	Pleiades	056.08380	+24.79597	10.467	 7.456	 0.028	056.08380	+24.79597
     69847610026687104	Pleiades	056.61407	+25.13534	10.404	 7.369	 0.031	056.61407	+25.13534
     69812945346809344	Pleiades	056.28658	+24.84195	15.994	 7.303	 0.026	056.28658	+24.84195
     69704643451409792	Pleiades	053.69813	+26.37029	16.678	 7.296	 0.038	053.69813	+26.37029
     69877163697813248	Pleiades	055.94995	+25.05301	13.925	 7.443	 0.018	055.94995	+25.05301
     69811948914407168	Pleiades	056.16992	+24.81834	 9.713	 7.391	 0.012	056.16992	+24.81834
     69824730737081600	Pleiades	056.04708	+24.87606	17.575	 7.376	 0.105	056.04708	+24.87606
     69823940463098112	Pleiades	056.11334	+24.84496	18.278	 7.639	 0.061	056.11334	+24.84496
     69858094042908928	Pleiades	056.76987	+25.38042	15.169	 7.481	 0.098	056.76987	+25.38042
     69878503727603072	Pleiades	056.00959	+25.06476	14.727	 7.390	 0.046	056.00959	+25.06476
     69876712724339456	Pleiades	055.95148	+25.00419	11.438	 7.319	 0.011	055.95148	+25.00419
     69856272976786560	Pleiades	056.69669	+25.34795	16.624	 7.562	 0.034	056.69669	+25.34795
     69898810332838400	Pleiades	055.67856	+25.28090	13.770	 7.016	 0.008	055.67856	+25.28090
     69829609819915648	Pleiades	056.01779	+24.98962	10.568	 7.746	 0.091	056.01779	+24.98962
     69794528526747136	Pleiades	053.15127	+26.96936	18.425	 7.826	 0.046	053.15127	+26.96936
     69583456653826048	Pleiades	052.81107	+25.98090	14.469	 7.361	 0.012	052.81107	+25.98090
     69812945346809600	Pleiades	056.29068	+24.83906	 5.623	 7.450	 0.030	056.29068	+24.83906
     69763158085629440	Pleiades	053.06384	+26.69832	15.517	 7.809	 0.084	053.06384	+26.69832
     69763329884321664	Pleiades	053.04295	+26.70345	16.383	 7.090	 0.020	053.04295	+26.70345
     69814388455816960	Pleiades	056.20917	+24.91092	12.990	 7.513	 0.048	056.20917	+24.91092
     69810093488518784	Pleiades	056.34798	+24.85061	14.476	 7.254	 0.074	056.34798	+24.85061
     69819027020489088	Pleiades	056.35063	+24.88579	 9.563	 7.295	 0.020	056.35063	+24.88579
     69819404977607168	Pleiades	056.33702	+24.92188	 8.893	 7.157	 0.027	056.33702	+24.92188
     69871219462957952	Pleiades	056.69081	+25.45825	15.681	 7.516	 0.020	056.69081	+25.45825
     69834759483788928	Pleiades	056.30646	+25.08757	12.790	 7.428	 0.013	056.30646	+25.08757
     69898294936767488	Pleiades	055.65402	+25.23251	17.441	 7.209	 0.035	055.65402	+25.23251
     69857235049588736	Pleiades	056.81177	+25.37163	11.431	 7.519	 0.045	056.81177	+25.37163
     69894962042148096	Pleiades	055.67556	+25.19671	17.760	 7.581	 0.061	055.67556	+25.19671
     69889876800977408	Pleiades	055.98631	+25.26209	14.845	 7.437	 0.015	055.98631	+25.26209
     65819965792011904	Pleiades	058.59004	+24.07549	 9.591	 7.357	 0.012	058.59004	+24.07549
     65717814290369920	Pleiades	058.44831	+23.74175	16.246	 7.800	 0.045	058.44831	+23.74175
     65701527774387840	Pleiades	058.59373	+23.63652	16.499	 7.489	 0.073	058.59373	+23.63652
     65641634452663296	Pleiades	058.50472	+23.32792	18.196	 6.934	 0.031	058.50472	+23.32792
     65720734868130816	Pleiades	058.35056	+23.79941	16.506	 7.324	 0.076	058.35056	+23.79941
     65589137070475264	Pleiades	058.31550	+22.87049	15.555	 7.757	 0.050	058.31550	+22.87049
     65779971056668032	Pleiades	059.38781	+23.94627	16.632	 7.756	 0.006	059.38781	+23.94627
     65699564971805184	Pleiades	058.51141	+23.58348	17.169	 7.367	 0.039	058.51141	+23.58348
     65800930496992512	Pleiades	058.61659	+23.83518	12.527	 7.559	 0.019	058.61659	+23.83518
     65801205374896128	Pleiades	058.60005	+23.86619	18.096	 7.730	 0.080	058.60005	+23.86619
     65712488530853120	Pleiades	058.09386	+23.64467	13.545	 7.866	 0.011	058.09386	+23.64467
     65680499614460800	Pleiades	057.98900	+23.33923	12.721	 7.400	 0.056	057.98900	+23.33923
     65768151306811904	Pleiades	059.40037	+23.93102	14.017	 7.120	 0.015	059.40037	+23.93102
     65675895409522048	Pleiades	057.91290	+23.36774	17.135	 8.034	 0.052	057.91290	+23.36774
     65783029073414144	Pleiades	059.07754	+23.96422	14.755	 7.465	 0.007	059.07754	+23.96422
     65677372878285312	Pleiades	057.71444	+23.32888	12.204	 7.412	 0.022	057.71444	+23.32888
     65673593307063552	Pleiades	057.81600	+23.28208	14.124	 7.373	 0.029	057.81600	+23.28208
     65674383581036800	Pleiades	057.96320	+23.29461	15.438	 7.474	 0.044	057.96320	+23.29461
     65576011650237440	Pleiades	059.73771	+23.70854	14.580	 7.633	 0.035	059.73771	+23.70854
     65732447241199744	Pleiades	058.98356	+23.56707	12.272	 7.404	 0.010	058.98356	+23.56707
     65707673870040832	Pleiades	058.21587	+23.56321	18.142	 7.710	 0.067	058.21587	+23.56321
     65677098000371712	Pleiades	057.77967	+23.34919	16.811	 6.707	 0.027	057.77967	+23.34919
     65814979333012352	Pleiades	058.61721	+23.94320	18.040	 7.262	 0.043	058.61721	+23.94320
     65844361206181376	Pleiades	059.10811	+24.28080	14.195	 7.192	 0.018	059.10811	+24.28080
     65666102884206848	Pleiades	058.31858	+23.34935	17.341	 6.794	 0.037	058.31858	+23.34935
     65688539793220480	Pleiades	057.96486	+23.58018	17.628	 7.612	 0.011	057.96486	+23.58018
     65643184938861312	Pleiades	058.55428	+23.34728	15.488	 7.654	 0.047	058.55428	+23.34728
     65561473183104640	Pleiades	059.99654	+23.68451	17.411	 7.294	 0.027	059.99654	+23.68451
     65776736943479808	Pleiades	059.58717	+24.08093	 7.183	 7.004	 0.057	059.58717	+24.08093
     65775195052996608	Pleiades	059.60482	+24.01613	16.465	 7.247	 0.029	059.60482	+24.01613
     65561099523771264	Pleiades	059.98542	+23.67081	18.425	 7.141	 0.069	059.98542	+23.67081
     65697267166874240	Pleiades	058.29022	+23.56312	18.355	 7.586	 0.049	058.29022	+23.56312
     65626623544976768	Pleiades	058.65574	+23.22557	16.616	 7.016	 0.078	058.65574	+23.22557
     65677506019076224	Pleiades	057.67951	+23.33202	18.325	 7.299	 0.036	057.67951	+23.33202
     65750627840192256	Pleiades	058.87095	+23.77225	13.508	 7.207	 0.018	058.87095	+23.77225
     65690498298435840	Pleiades	058.35353	+23.40396	14.087	 7.590	 0.047	058.35353	+23.40396
     65605354866829184	Pleiades	058.29240	+23.05280	15.422	 7.446	 0.022	058.29240	+23.05280
     65588484235454592	Pleiades	058.26896	+22.80116	13.112	 7.266	 0.015	058.26896	+22.80116
     65772789871345024	Pleiades	059.50825	+23.89834	17.216	 7.548	 0.022	059.50825	+23.89834
     65823676643738368	Pleiades	058.78745	+24.08391	15.672	 7.356	 0.033	058.78745	+24.08391
     65719463557799424	Pleiades	058.45023	+23.81919	18.045	 7.703	 0.026	058.45023	+23.81919
     65671634801986048	Pleiades	057.83124	+23.16359	16.092	 7.170	 0.047	057.83124	+23.16359
     65635522717170944	Pleiades	058.87881	+23.39734	15.995	 7.082	 0.018	058.87881	+23.39734
     65781345446197504	Pleiades	059.32027	+24.00900	12.363	 7.545	 0.017	059.32027	+24.00900
     65807218329068544	Pleiades	058.89344	+23.97442	17.287	 6.993	 0.029	058.89344	+23.97442
     65787289680918528	Pleiades	059.38888	+24.05299	11.829	 7.198	 0.029	059.38888	+24.05299
     65603946117575936	Pleiades	058.25685	+22.97991	16.591	 7.367	 0.044	058.25685	+22.97991
     61917043110119552	Pleiades	052.00661	+23.07829	16.594	 7.098	 0.040	052.00661	+23.07829
     52135925109792000	Pleiades	061.45996	+20.83292	17.743	 7.444	 0.067	061.45996	+20.83292
     68514559552895488	Pleiades	054.34278	+24.90433	16.819	 7.175	 0.039	054.34278	+24.90433
     68607090328759040	Pleiades	055.09613	+25.49641	15.637	 7.397	 0.058	055.09613	+25.49641
     68475767408245632	Pleiades	053.77120	+24.51202	14.461	 6.711	 0.006	053.77120	+24.51202
     68591456647799552	Pleiades	055.35292	+25.38484	17.135	 6.999	 0.018	055.35292	+25.38484
     68660554081641472	Pleiades	055.02495	+25.67235	16.955	 7.397	 0.008	055.02495	+25.67235
     68458514523905408	Pleiades	054.39250	+24.70408	17.730	 7.279	 0.041	054.39250	+24.70408
     68605058807852928	Pleiades	055.26734	+25.50699	17.948	 7.271	 0.060	055.26734	+25.50699
     68556508497159936	Pleiades	055.00773	+25.07197	17.345	 7.623	 0.041	055.00773	+25.07197
     68475904847290240	Pleiades	053.79354	+24.53167	16.692	 7.105	 0.020	053.79354	+24.53167
     68748751233818112	Pleiades	052.44805	+24.20154	17.679	 7.001	 0.040	052.44805	+24.20154
     68828225308044288	Pleiades	052.79708	+24.23217	17.358	 7.572	 0.027	052.79708	+24.23217
     68587161680620288	Pleiades	055.49566	+25.32880	13.361	 7.184	 0.017	055.49566	+25.32880
     68581694185489920	Pleiades	055.24698	+25.19857	17.947	 7.434	 0.010	055.24698	+25.19857
     68433814167849728	Pleiades	054.50859	+24.33740	16.198	 7.174	 0.027	054.50859	+24.33740
     68595751615127296	Pleiades	055.06220	+25.32174	15.048	 7.463	 0.020	055.06220	+25.32174
     68584034944338560	Pleiades	055.37801	+25.19774	17.454	 7.273	 0.001	055.37801	+25.19774
     68624613795266432	Pleiades	054.60100	+25.33021	17.131	 7.203	 0.037	054.60100	+25.33021
     68506347575444096	Pleiades	054.26456	+24.74303	15.048	 7.394	 0.055	054.26456	+24.74303
     68505110624876032	Pleiades	054.11411	+24.68797	16.005	 7.594	 0.026	054.11411	+24.68797
     68449757086421760	Pleiades	054.72576	+24.70422	17.439	 7.706	 0.005	054.72576	+24.70422
     68653201097557888	Pleiades	054.87080	+25.58203	15.486	 8.169	 0.027	054.87080	+25.58203
     68610006610414976	Pleiades	054.48589	+25.01702	13.110	 8.056	 0.042	054.48589	+25.01702
     68508855836353536	Pleiades	054.04406	+24.76647	17.201	 8.041	 0.011	054.04406	+24.76647
     68600321460320768	Pleiades	055.04607	+25.39060	16.959	 7.337	 0.047	055.04607	+25.39060
     68468203969427200	Pleiades	054.44803	+24.89599	17.439	 7.131	 0.012	054.44803	+24.89599
     68530124514310912	Pleiades	053.95706	+25.07990	15.346	 7.216	 0.021	053.95706	+25.07990
     68606918530067072	Pleiades	055.13584	+25.47779	17.249	 7.370	 0.059	055.13584	+25.47779
     68577300435634432	Pleiades	055.33284	+25.11350	16.721	 8.210	 0.028	055.33284	+25.11350
     68738894284608256	Pleiades	052.14852	+24.01203	19.475	 7.392	 0.056	052.14852	+24.01203
     68593346433465856	Pleiades	054.96326	+25.19467	 8.744	 7.024	 0.017	054.96326	+25.19467
     68586779426847104	Pleiades	055.37655	+25.28489	19.027	 7.266	 0.084	055.37655	+25.28489
     68620868583787904	Pleiades	054.72052	+25.23625	13.519	 7.725	 0.007	054.72052	+25.23625
     68540535515653504	Pleiades	054.77812	+24.70267	 7.087	 7.669	 0.015	054.77812	+24.70267
     68448142178730752	Pleiades	054.55441	+24.63786	16.878	 7.311	 0.038	054.55441	+24.63786
     68618978798306432	Pleiades	054.70292	+25.18858	13.408	 7.272	 0.050	054.70292	+25.18858
     68632310376680064	Pleiades	054.29385	+25.29281	17.125	 6.715	 0.020	054.29385	+25.29281
     68452265347345664	Pleiades	054.36004	+24.56685	16.518	 7.609	 0.033	054.36004	+24.56685
     68559738312482048	Pleiades	054.81982	+24.96056	17.471	 7.044	 0.049	054.81982	+24.96056
     68616779774936064	Pleiades	054.54287	+25.19233	17.912	 6.902	 0.036	054.54287	+25.19233
     68513356962056704	Pleiades	054.37794	+24.84833	17.106	 7.640	 0.024	054.37794	+24.84833
    119776604841920896	Pleiades	053.63006	+28.84199	17.421	 7.229	 0.012	053.63006	+28.84199
     67304959325424768	Pleiades	058.28043	+25.78916	17.609	 7.505	 0.020	058.28043	+25.78916
     67074096242336384	Pleiades	058.98516	+25.29984	15.545	 7.166	 0.014	058.98516	+25.29984
     67054305033161344	Pleiades	059.42911	+25.38508	16.551	 7.408	 0.060	059.42911	+25.38508
     67103405096845056	Pleiades	059.06569	+25.48719	18.636	 7.265	 0.090	059.06569	+25.48719
     67278158729741696	Pleiades	058.24498	+25.43849	17.516	 7.505	 0.129	058.24498	+25.43849
     67281869581448704	Pleiades	058.57848	+25.49504	12.532	 8.179	 0.062	058.57848	+25.49504
     67069835634816896	Pleiades	058.74187	+25.24128	15.794	 7.583	 0.027	058.74187	+25.24128
