#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-17T10:14:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5b4dc16c1ff7
#INFO	-out.max=1000
#INFO	queryParameters=25
#-oc.form=dec
#-out.max=1000
#-out.add=_RAJ,_DEJ
#-nav=cat:J/MNRAS/459/1060&tab:{J/MNRAS/459/1060/table2}&key:source=J/MNRAS/459/1060&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/459/1060/table2
#-order=I
#-out=EPIC
#-out=IDX
#-out=Class
#-out=Cat
#-out=Period
#-out=FVI
#-out=Std
#-out=Stdc
#-out=RAJ2000
#-out=DEJ2000
#-out=N16
#N16=N16
#-out=H16
#H16=H16
#-out=SimbadName
#

#RESOURCE=yCat_74591060
#Name: J/MNRAS/459/1060
#Title: M67 variable stars from Kepler/K2-Campaign-5 (Gonzalez, 2016)
#Table	J_MNRAS_459_1060_table2:
#Name: J/MNRAS/459/1060/table2
#Title: Various data for the stars in our working sample
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	EPIC	(I9)	K2 Input Catalog identifier	[ucd=meta.id;meta.main]
#Column	IDX	(A6)	Other identifier	[ucd=meta.id]
#Column	Class	(A2)	Class (1)	[ucd=src.class]
#Column	Cat	(A5)	Category (2)	[ucd=meta.code]
#Column	Period	(F9.6)	Period derived from periodogram d	[ucd=time.period]
#Column	FVI	(F6.2)	Flux variability index	[ucd=meta.code;src.var.index]
#Column	Std	(F7.3)	Standard deviation of flux values mmag	[ucd=stat.stdev;phot.mag]
#Column	Stdc	(F7.3)	Corrected standard deviation mmag	[ucd=stat.stdev;phot.mag]
#Column	RAJ2000	(F10.6)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	N16	(A3)	Display the Nardillo et al. (2016, Cat. J/MNRAS/455/2337) data	[ucd=meta.ref.url]
#Column	H16	(A3)	Display the Huber et al. (2016, Cat. J/ApJS/224/2) data	[ucd=meta.ref.url]
#Column	SimbadName	(a22)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	EPIC	IDX	Class	Cat	Period	FVI	Std	Stdc	RAJ2000	DEJ2000	N16	H16	SimbadName
132.77215889	12.050355	211427248	S841  	SN	mult 	17.605698	17.29	1.784	1.781	132.772159	12.050355	N16	H16	EPIC 211427248
132.78776389	12.05061306	211427268	S1115 	SM	rot  	30.159342	3.53	0.614	0.589	132.787764	12.050613	N16	H16	EPIC 211427268
133.003925	12.05192	211427361	      	  	mult 	26.579037	2.73	32.446	30.198	133.003925	12.05192	N16	H16	EPIC 211427361
132.96955694	12.05221806	211427384	      	  	mult 	32.156555	1.85	10.116	8.511	132.969557	12.052218	N16	H16	EPIC 211427384
132.67758194	12.05279611	211427425	S648  	SM	mult 	8.107582	4.19	0.582	0.566	132.677582	12.052796	N16	H16	EPIC 211427425
133.06720111	12.05285389	211427431	      	M 	rot  	24.03999	1.95	7.732	6.639	133.067201	12.052854	N16	H16	EPIC 211427431
133.00909694	12.05441194	211427522	      	  	none 	10.876339	2.02	36.102	31.37	133.009097	12.054412	N16	H16	EPIC 211427522
132.86831306	12.05453889	211427526	S1116 	SN	mult 	36.345097	3.42	0.378	0.362	132.868313	12.054539	N16	H16	EPIC 211427526
132.50243111	12.05498194	211427551	      	  	none 	12.637135	2.19	38.49	34.243	132.502431	12.054982	N16	H16	EPIC 211427551
132.74756194	12.05535194	211427571	S842  	SN	none 	26.76933	2.74	1.077	1.003	132.747562	12.055352	N16	H16	EPIC 211427571
132.90562389	12.05540889	211427574	S1340 	SM	rot  	14.60694	1.97	0.341	0.293	132.905624	12.055409	N16	H16	EPIC 211427574
133.12463889	12.05695694	211427666	      	M 	rot  	14.47126	2.68	5.199	4.823	133.124639	12.056957	N16	H16	EPIC 211427666
133.014425	12.05832694	211427749	S1503 	SM	rot  	16.88994	2.64	0.307	0.284	133.014425	12.058327	N16	H16	EPIC 211427749
132.727285	12.05848694	211427761	      	M 	rot  	20.683218	1.41	14.441	10.159	132.727285	12.058487	N16	H16	EPIC 211427761
132.97161694	12.05888889	211427784	S1504 	SM	mult 	10.161054	7.4	1.441	1.428	132.971617	12.058889	N16	H16	EPIC 211427784
132.46311889	12.059445	211427824	      	  	rot  	19.785734	2.24	8.716	7.797	132.463119	12.059445	N16	H16	EPIC 211427824
132.719295	12.06027806	211427873	S2225 	SM	mult 	24.018032	37.38	17.57	17.563	132.719295	12.060278	N16	H16	EPIC 211427873
132.72085306	12.06084806	211427909	S843  	SN	mult 	15.48405	8.62	2.849	2.83	132.720853	12.060848	N16	H16	EPIC 211427909
132.70259	12.06148389	211427940	S844  	SM	mult 	44.79183	3.15	0.513	0.487	132.70259	12.061484	N16	H16	EPIC 211427940
133.14700694	12.062235	211427992	S1633 	SN	mult 	35.050407	3.54	0.948	0.909	133.147007	12.062235	N16	H16	EPIC 211427992
132.96372889	12.06322194	211428054	      	M 	none 	26.84621	2.11	6.523	5.741	132.963729	12.063222	N16	H16	EPIC 211428054
133.00652	12.06505611	211428172	S1505 	SM	rot  	16.451483	2.5	0.578	0.53	133.00652	12.065056	N16	H16	EPIC 211428172
133.02927194	12.06580389	211428234	      	N 	rot  	26.335667	1.85	34.086	28.657	133.029272	12.065804	N16	H16	EPIC 211428234
132.61571194	12.06617889	211428264	S649  	SN	mult 	26.541302	4.75	0.589	0.576	132.615712	12.066179	N16	H16	EPIC 211428264
132.47095806	12.06672111	211428305	F1295 	N 	rot  	27.558544	2.65	0.545	0.504	132.470958	12.066721	N16	H16	EPIC 211428305
132.810465	12.06906	211428454	S1118 	SM	mult 	36.169304	2.49	0.974	0.892	132.810465	12.06906	N16	H16	EPIC 211428454
132.87815694	12.071135	211428580	S1341 	SM	mult 	25.64916	4.56	1.412	1.378	132.878157	12.071135	N16	H16	EPIC 211428580
133.12826611	12.07135194	211428596	S1634 	BM	mult 	17.85796	2.65	0.343	0.317	133.128266	12.071352	N16	H16	EPIC 211428596
132.42424111	12.07166389	211428615	F1068 	N 	mult 	36.09946	3.97	2.256	2.183	132.424241	12.071664	N16	H16	EPIC 211428615
132.91382611	12.07177194	211428627	      	N 	none 	15.79141	1.21	26.795	15.018	132.913826	12.071772	N16	H16	EPIC 211428627
132.74621611	12.07180806	211428630	S845  	SN	rot  	21.466963	1.79	0.34	0.282	132.746216	12.071808	N16	H16	EPIC 211428630
132.97003611	12.07193306	211428643	S1506 	SM	mult 	15.325387	2.67	0.258	0.24	132.970036	12.071933	N16	H16	EPIC 211428643
132.76958806	12.07201806	211428649	S846  	SM	mult 	27.37694	3.35	0.521	0.497	132.769588	12.072018	N16	H16	EPIC 211428649
132.86665	12.07221889	211428671	S1119 	SN	mult 	7.362077	44.92	3.278	3.277	132.86665	12.072219	N16	H16	EPIC 211428671
132.33950889	12.07302389	211428722	S277  	BM	mult 	19.650553	4.63	0.333	0.325	132.339509	12.073024	N16	H16	EPIC 211428722
132.75396611	12.07319806	211428735	F2872 	N 	mult 	0.245159	8.91	6.802	6.759	132.753966	12.073198	N16	H16	EPIC 211428735
132.88505694	12.07348806	211428758	      	  	mult 	0.245277	2.03	3.724	3.241	132.885057	12.073488	N16	H16
132.91782111	12.07356306	211428762	S1342 	SM	mult 	15.401137	3.11	1.597	1.512	132.917821	12.073563	N16	H16	EPIC 211428762
133.10265611	12.07370694	211428770	      	  	mult 	29.37737	1.67	27.976	22.418	133.102656	12.073707	N16	H16	EPIC 211428770
133.14227	12.07476694	211428837	S1635 	SM	rot  	10.920813	2.51	0.342	0.313	133.14227	12.074767	N16	H16	EPIC 211428837
133.06119389	12.07506194	211428855	S1636 	SN	mult 	27.538248	3.64	1.04	1	133.061194	12.075062	N16	H16	EPIC 211428855
133.25579694	12.07585194	211428898	S1843 	N 	mult 	14.727766	2.63	1.975	1.827	133.255797	12.075852	N16	H16	EPIC 211428898
132.92571194	12.07602806	211428911	      	  	none 	17.129814	1.56	22.418	17.179	132.925712	12.076028	N16	H16	EPIC 211428911
132.60542806	12.07757806	211429032	      	M 	mult 	26.298618	2.56	4.434	4.082	132.605428	12.077578	N16	H16	EPIC 211429032
132.92092194	12.07873694	211429105	S1343 	SN	mult 	22.788406	1.59	1.427	1.108	132.920922	12.078737	N16	H16	EPIC 211429105
132.96559611	12.07966611	211429166	S1507 	SM	mult 	36.774048	5.19	0.788	0.774	132.965596	12.079666	N16	H16	Cl* NGC 2682 SAND 1507
132.82147	12.08104611	211429238	      	M 	mult 	41.05407	2.36	2.921	2.645	132.82147	12.081046	N16	H16	EPIC 211429238
132.99973889	12.08303306	211429354	S1508 	BM	rot  	24.831526	3.91	0.408	0.394	132.999739	12.083033	N16	H16	EPIC 211429354
132.74148889	12.08313389	211429358	F2784 	N 	mult 	24.378204	2.02	1.759	1.528	132.741489	12.083134	N16	H16	EPIC 211429358
133.22472611	12.08383306	211429406	      	  	mult 	14.821174	2.49	3.28	3.003	133.224726	12.083833	N16	H16	EPIC 211429406
132.414835	12.08521194	211429498	      	M 	rot  	21.542715	2.49	0.469	0.43	132.414835	12.085212	N16	H16	EPIC 211429498
133.02015694	12.08534	211429507	      	  	rot  	34.87712	1.9	10.312	8.766	133.020157	12.08534	N16	H16	EPIC 211429507
132.90929194	12.085435	211429515	S1344 	SN	mult 	35.686012	3.42	0.621	0.594	132.909292	12.085435	N16	H16	EPIC 211429515
132.63667306	12.08576111	211429534	      	M 	mult 	14.21206	2.36	3.515	3.185	132.636673	12.085761	N16	H16	EPIC 211429534
132.67675889	12.08583389	211429539	      	  	rot  	37.39936	2.66	3.38	3.131	132.676759	12.085834	N16	H16	EPIC 211429539
132.55676111	12.086005	211429549	S509  	SN	rot  	5.669684	3.86	0.301	0.291	132.556761	12.086005	N16	H16	EPIC 211429549
132.53872	12.08619694	211429557	      	N 	none 	16.82155	1.1	15.685	6.608	132.53872	12.086197	N16	H16	EPIC 211429557
132.59408389	12.08627389	211429563	S650  	BM	mult 	37.663067	8.94	3.439	3.418	132.594084	12.086274	N16	H16	Cl* NGC 2682 SAND 650
132.68667389	12.086645	211429595	      	  	rot  	23.299625	1.86	7.309	6.169	132.686674	12.086645	N16	H16	EPIC 211429595
132.893365	12.08691389	211429617	      	  	none 	19.245962	1.6	1.622	1.266	132.893365	12.086914	N16	H16	EPIC 211429617
133.06136389	12.08712889	211429630	      	N 	rot  	25.561487	1.7	54.527	44.113	133.061364	12.087129	N16	H16	EPIC 211429630
133.00962194	12.08745889	211429653	S1509 	SN	mult 	1.851663	43.24	1.704	1.703	133.009622	12.087459	N16	H16	Cl* NGC 2682 SAND 1509
132.85890611	12.08752194	211429656	      	  	none 	37.02898	1.28	14.337	8.932	132.858906	12.087522	N16	H16	EPIC 211429656
133.12637194	12.08755111	211429660	      	N 	none 	10.823795	1.87	5.451	4.602	133.126372	12.087551	N16	H16	EPIC 211429660
133.15914	12.08789194	211429680	      	N 	none 	29.539837	1.4	29.065	20.393	133.15914	12.087892	N16	H16	EPIC 211429680
132.91640306	12.09063194	211429858	      	  	mult 	28.288294	1.31	15.98	10.285	132.916403	12.090632	N16	H16	EPIC 211429858
133.16076889	12.09121111	211429903	      	M 	mult 	30.086538	2.24	5.934	5.31	133.160769	12.091211	N16	H16	EPIC 211429903
132.585495	12.092945	211429995	S510  	BN	mult 	3.854608	14.1	2.853	2.846	132.585495	12.092945	N16	H16	EPIC 211429995
132.73834	12.09344694	211430012	S848  	SM	rot  	28.591131	2.24	0.439	0.393	132.73834	12.093447	N16	H16	EPIC 211430012
132.54325611	12.09410389	211430065	S511  	SN	mult 	38.397953	3.63	0.903	0.868	132.543256	12.094104	N16	H16	EPIC 211430065
133.24649389	12.09513694	211430134	S1847 	BN	mult 	19.275728	2.49	0.695	0.637	133.246494	12.095137	N16	H16	EPIC 211430134
133.00020389	12.09628806	211430200	      	N 	mult 	24.914255	1.71	46.045	37.397	133.000204	12.096288	N16	H16
132.64123806	12.097135	211430251	S651  	SN	mult 	35.960587	3	0.626	0.59	132.641238	12.097135	N16	H16	EPIC 211430251
132.88242806	12.09714806	211430252	      	N 	mult 	26.370361	2.07	1.367	1.196	132.882428	12.097148	N16	H16	EPIC 211430252
132.57928194	12.09734194	211430257	F1816 	M 	rot  	27.887417	1.87	1.75	1.479	132.579282	12.097342	N16	H16	EPIC 211430257
132.91565389	12.09772194	211430274	F4050 	SM	rot  	26.560158	3.01	1.774	1.673	132.915654	12.097722	N16	H16	EPIC 211430274
133.16175694	12.09796611	211430282	      	  	mult 	17.747765	1.54	26.522	20.147	133.161757	12.097966	N16	H16	EPIC 211430282
132.85115611	12.09904611	211430343	      	N 	mult 	22.153803	2.22	1.309	1.169	132.851156	12.099046	N16	H16	EPIC 211430343
132.71465111	12.10103389	211430472	      	M 	mult 	15.090348	2.03	1.916	1.667	132.714651	12.101034	N16	H16	EPIC 211430472
132.735545	12.10111694	211430474	      	N 	none 	27.37694	1.26	29.589	18.038	132.735545	12.101117	N16	H16
132.84785	12.10112806	211430475	      	  	none 	37.250324	1.26	13.204	8.017	132.84785	12.101128	N16	H16
133.09369806	12.10394694	211430648	S1637 	M 	rot  	15.898846	3.29	1.943	1.851	133.093698	12.103947	N16	H16	EPIC 211430648
133.08951194	12.10417306	211430663	S1638 	N 	mult 	31.111105	2.34	2.208	1.996	133.089512	12.104173	N16	H16	EPIC 211430663
132.83292	11.8113	228682410	      	N 	none 	12.423	4.5	43.553	42.465	132.83292	11.8113	N16	H16
132.89533	11.70495	228682412	      	  	mult 	28.075882	2.44	113.05	103.153	132.89533	11.70495	N16	H16
132.815	11.54664	228682443	      	  	rot  	28.833662	1.54	82.144	62.525	132.815	11.54664	N16	H16
132.84361	11.59989	228682444	      	N 	rot  	27.578873	1.52	120.742	90.97	132.84361	11.59989	N16	H16
132.8087	12.09669	228682449	      	N 	none 	21.115395	1.16	119.606	61.202	132.8087	12.09669	N16	H16
132.8694	11.4965	228682452	      	  	mult 	30.355223	1.44	63.631	45.756	132.8694	11.4965	N16	H16
132.7908	12.04277	228682453	      	  	rot  	24.683987	1.16	140.619	71.899	132.7908	12.04277	N16	H16
132.81761	11.55733	228682454	      	  	rot  	28.967693	1.48	126.087	92.985	132.81761	11.55733	N16	H16
132.83441	12.08445	228682457	      	  	rot  	19.77527	1.55	113.23	86.436	132.83441	12.08445	N16	H16
132.77011	12.08831	228682459	      	N 	rot  	26.09671	1.25	65.332	39.044	132.77011	12.08831	N16	H16
132.88211	11.51039	228682461	      	  	rot  	28.900522	1.43	67.359	48.226	132.88211	11.51039	N16	H16
132.75021	11.55962	228682464	      	  	rot  	26.750177	1.47	62.08	45.454	132.75021	11.55962	N16	H16
132.76361	11.58943	228682466	      	  	rot  	28.033781	1.28	57.408	35.686	132.76361	11.58943	N16	H16
132.7787	12.05125	228682467	      	N 	rot  	26.579037	1.32	71.336	46.568	132.7787	12.05125	N16	H16
132.761	12.09817	228682468	      	N 	rot  	23.198433	1.19	127.307	69.295	132.761	12.09817	N16	H16
132.7789	12.0482	228682469	      	  	none 	26.078508	1.43	75.854	54.318	132.7789	12.0482	N16	H16
132.85201	11.56177	228682473	      	  	rot  	27.45736	1.57	47.416	36.581	132.85201	11.56177	N16	H16
